int, string, string, EGradeType, string, int, int, EUnitType, EUnitAttackType, int[], FP, FP, FP, FP, bool, FP, FP, FP, string, string, string[], string[], string, EUnlockPresetType[], int, int[], int[], int, int, int[], int[], bool, bool, bool, bool, bool, bool, bool, bool, bool, bool, string, string, string
Id, SpecificName, Name, Grade, Description, RaceType, RoleType, UnitType, AttackType, SkillIds, AttackDamage, PlusAttackDamagePercentage, UpgradeAttackDamage, AttackSpeed, IsFixedAttackSpeed, AttackRange, MoveSpeed, Sp, ProjectileName, HitEffectName, AttackSoundNames, HitSoundNames, SummonSoundName, UnlockPresets, ScheduleId, BestPositions, AiBestPositions, SkinTargetId, OriginId, NextId, SkinDisplayId, IsDisplayTrans, IsPreviewTrans, IsInGameLock, IsUse, IsOnlySingle, IsSpawnable, IsOwnable, isPolymorphic, IsHallowUnit, IsHyperUnit, DefaultIlluistration, DefaultIcon, TransKey
5011, "player_unit_5011", "player_unit_name_5011", "Mythical", "player_unit_description_5011", 1, 1, "Normal", "Melee", "50111 | 50112 | 50113 | 50114", 21600, "0.5", 1080, "0.5", "FALSE", 4, 4, 0, "", "Fx_Hit_01", "ingame_myth_vayne_attack_normal", "ingame_units_metal_hit_1 | ingame_units_metal_hit_2", "ingame_myth_summon_vayne_vox", "Unit_WaveClear_Hard_50", "", "4 | 7 | 10 | 5 | 8 | 11", "4 | 5 | 7 | 8 | 10 | 11", "", "", "", "", "FALSE", "FALSE", "FALSE", "TRUE", "TRUE", "FALSE", "TRUE", "TRUE", "FALSE", "FALSE", "illust_unit_5011", "icon_5011_uiprofile"
5012, "player_unit_5012", "player_unit_name_5012", "Mythical", "player_unit_description_5012", 4, 4, "Normal", "Ranged", "50121 | 50122 | 50123 | 50124", 11700, "0.5", 585, 1, "FALSE", 4, "1.5", 150, "projectile_5012", "Fx_Hit_01", "ingame_myth_indi_attack_1 | ingame_myth_indi_attack_2", "ingame_myth_indi_hit", "ingame_myth_summon_indi_vox", "Unit_ModeClear_Normal_1", "", "7 | 10 | 13 | 8 | 11 | 14", "7 | 8 | 10 | 11 | 13 | 14", "", "", "", "", "FALSE", "FALSE", "FALSE", "TRUE", "TRUE", "FALSE", "TRUE", "TRUE", "FALSE", "FALSE", "illust_unit_5012", "icon_5012_uiprofile"
5013, "player_unit_5013", "player_unit_name_5013", "Mythical", "player_unit_description_5013", 1, 1, "Normal", "Melee", "50131 | 50132 | 50133 | 50134", 16380, "0.5", 819, 2, "FALSE", "2.1", 4, 100, "", "Fx_Hit_01", "ingame_myth_watt_normal_1 | ingame_myth_watt_normal_2", "ingame_units_shot_hit_1 | ingame_units_shot_hit_2", "ingame_myth_summon_watt_vox", "Unit_ModeClear_Hard_1", "", "0 | 3 | 6 | 1 | 2", "0 | 1 | 2 | 3", "", "", "", "", "FALSE", "FALSE", "FALSE", "TRUE", "TRUE", "FALSE", "TRUE", "TRUE", "FALSE", "FALSE", "illust_unit_5013", "icon_5013_uiprofile"
5014, "player_unit_5014", "player_unit_name_5014", "Mythical", "player_unit_description_5014", 5, 1, "Normal", "Melee", "50141 | 50142 | 50143 | 50144 | 50145", 6336, "0.5", "316.8", 1, "FALSE", "2.1", 4, 150, "", "Fx_Hit_01", "ingame_units_punch_attack_1 | ingame_units_punch_attack_2", "ingame_units_punch_hit_1 | ingame_units_punch_hit_2", "ingame_myth_summon_tar_vox", "Unit_ModeClear_Normal_1", "", "0 | 3 | 6 | 9", "0 | 3 | 6 | 9", 5014, 5014, 5114, "5014 | 5114 | 5214", "TRUE", "FALSE", "FALSE", "TRUE", "TRUE", "FALSE", "TRUE", "TRUE", "FALSE", "FALSE", "illust_unit_5014", "icon_5014_uiprofile", "popup_mythical_other"
5114, "player_unit_5114", "player_unit_name_5114", "Mythical", "player_unit_description_5114", 5, 1, "Normal", "Melee", "50141 | 51142 | 51143 | 51144 | 51145", 12672, "0.5", "633.6", "1.25", "FALSE", "2.1", 4, 150, "", "Fx_Hit_01", "ingame_units_punch_attack_1 | ingame_units_punch_attack_2", "ingame_units_punch_hit_1 | ingame_units_punch_hit_2", "ingame_myth_summon_tar_vox", "", "", "0 | 3 | 6 | 9", "0 | 3 | 6 | 9", 5014, 5014, 5214, "", "FALSE", "FALSE", "FALSE", "TRUE", "TRUE", "FALSE", "FALSE", "TRUE", "FALSE", "FALSE", "illust_unit_5114", "icon_5114_uiprofile", "popup_mythical_other"
5214, "player_unit_5214", "player_unit_name_5214", "Mythical", "player_unit_description_5214", 5, 1, "Normal", "Melee", "50141 | 52142 | 52143 | 52144 | 52145", 19008, "0.5", "950.4", "1.5", "FALSE", "2.1", 4, 150, "", "Fx_Hit_01", "ingame_units_punch_attack_1 | ingame_units_punch_attack_2", "ingame_units_punch_hit_1 | ingame_units_punch_hit_2", "ingame_myth_summon_tar_vox", "", "", "0 | 3 | 6 | 9", "0 | 3 | 6 | 9", 5014, 5014, "", "", "FALSE", "FALSE", "FALSE", "TRUE", "TRUE", "FALSE", "FALSE", "TRUE", "FALSE", "FALSE", "illust_unit_5214", "icon_5214_uiprofile", "popup_mythical_other"
5015, "player_unit_5015", "player_unit_name_5015", "Mythical", "player_unit_description_5015", 2, 1, "Normal", "Ranged", "50150 | 50151 | 50152 | 50153", 11904, "0.5", "595.2", "1.25", "FALSE", 4, 4, 0, "", "Fx_5015_Hit", "", "ingame_units_metal_hit_1 | ingame_units_metal_hit_2", "ingame_myth_rocketchu_summon", "Unit_UserLevel_11", "", "4 | 7 | 10 | 5 | 8 | 11", "4 | 7 | 10 | 5 | 8 | 11", 5015, 5015, 5115, "5015 | 5115", "TRUE", "FALSE", "FALSE", "TRUE", "TRUE", "FALSE", "TRUE", "TRUE", "FALSE", "FALSE", "illust_unit_5015", "icon_5015_uiprofile", "popup_mythical_origin"
5115, "player_unit_5115", "player_unit_name_5115", "Mythical", "player_unit_description_5115", 2, 1, "Normal", "Ranged", "51150|51151 | 51152 | 51153 | 51154", 23808, "0.5", "1190.4", "1.5", "FALSE", 4, 4, 0, "", "Fx_5115_Hit", "", "ingame_units_metal_hit_1 | ingame_units_metal_hit_2", "ingame_myth_rocketchu_summon", "", "", "4 | 7 | 10 | 5 | 8 | 11", "4 | 7 | 10 | 5 | 8 | 11", 5015, 5015, "", "", "FALSE", "FALSE", "FALSE", "TRUE", "TRUE", "FALSE", "FALSE", "TRUE", "FALSE", "FALSE", "illust_unit_5115", "icon_5115_uiprofile", "popup_mythical_trans"
5016, "player_unit_5016", "player_unit_name_5016", "Mythical", "player_unit_description_5016", 1, 1, "Normal", "Ranged", "50161 | 50162 | 50163 | 50164", 16740, "0.5", 837, "0.6", "FALSE", 7, 2, 190, "projectile_5016", "Fx_Hit_01", "ingame_myth_woochi_attack", "ingame_units_metal_hit_1 | ingame_units_metal_hit_2", "ingame_myth_woochi_summon_vox", "Unit_UserLevel_11", "", "15 | 16 | 17", "15 | 16 | 17", "", "", "", "", "TRUE", "FALSE", "FALSE", "TRUE", "TRUE", "FALSE", "TRUE", "TRUE", "FALSE", "FALSE", "illust_unit_5016", "icon_5016_uiprofile"
5017, "player_unit_5017", "player_unit_name_5017", "Mythical", "player_unit_description_5017", 1, 1, "Normal", "Ranged", "50170 | 50171 | 50172 | 50173", 17280, "0.5", 864, 4, "TRUE", 4, 4, 300, "projectile_5017", "Fx_Hit_01", "", "", "ingame_myth_summon_zap", "Unit_WaveClear_Hard_50", "", "4 | 7 | 10 | 5 | 8 | 11", "4 | 7 | 10 | 5 | 8 | 11", "", "", "", "", "FALSE", "FALSE", "FALSE", "TRUE", "TRUE", "FALSE", "TRUE", "TRUE", "FALSE", "FALSE", "illust_unit_5017", "icon_5017_uiprofile"
5018, "player_unit_5018", "player_unit_name_5018", "Mythical", "player_unit_description_5018", 4, 1, "Normal", "Melee", "50180 | 50181 | 50182 | 50183 | 50184", 18720, "0.5", 936, 1, "FALSE", "2.1", 4, 250, "", "Fx_Hit_01", "", "", "ingame_myth_summon_mastercoon_vox", "Unit_UserLevel_9", "", "0 | 3 | 6", "0 | 3 | 6", "", "", "", "", "FALSE", "FALSE", "FALSE", "TRUE", "TRUE", "FALSE", "TRUE", "TRUE", "FALSE", "FALSE", "illust_unit_5018", "icon_5018_uiprofile"
5019, "player_unit_5019", "player_unit_name_5019", "Mythical", "player_unit_description_5019", 3, 1, "Normal", "Ranged", "50190 | 50191 | 50192 | 50193 | 50194", 20160, "0.5", 1008, "1.3", "FALSE", 4, 4, 0, "", "Fx_Hit_01", "ingame_units_throw_attack_1 | ingame_units_throw_attack_2", "ingame_units_throw_hit_1 | ingame_units_throw_hit_2", "ingame_myth_summon_verdee_vox", "", "", "4 | 7 | 10 | 5 | 8 | 11", "4 | 7 | 10 | 5 | 8 | 11", "", "", "", "", "FALSE", "FALSE", "FALSE", "TRUE", "TRUE", "FALSE", "TRUE", "TRUE", "FALSE", "FALSE", "illust_unit_5019", "icon_5019_uiprofile"
5020, "player_unit_5020", "player_unit_name_5020", "Mythical", "player_unit_description_5020", 4, 1, "Normal", "Ranged", "50200 | 50201 | 50202 | 50203 | 50204", 12960, "0.5", 648, "1.5", "FALSE", 4, 4, 0, "", "Fx_Hit_01", "ingame_units_throw_attack_1 | ingame_units_throw_attack_2", "ingame_units_throw_hit_1 | ingame_units_throw_hit_2", "ingame_myth_summon_penguin_vox", "Unit_ModeClear_Normal_1", "", "7 | 10 | 13 | 8 | 11 | 14", "7 | 10 | 13 | 8 | 11 | 14", "", "", "", "", "FALSE", "FALSE", "FALSE", "TRUE", "TRUE", "FALSE", "TRUE", "TRUE", "FALSE", "FALSE", "illust_unit_5020", "icon_5020_uiprofile"
5021, "player_unit_5021", "player_unit_name_5021", "Mythical", "player_unit_description_5021", 1, 1, "Normal", "Ranged", "50210 | 50211 | 50212 | 50213 | 50214", 19188, "0.5", "959.4", "1.5", "FALSE", 4, 4, 250, "", "", "ingame_myth_hailey_attack", "ingame_myth_hailey_hit", "ingame_myth_summon_hailey_vox", "Unit_UserLevel_12", 1006, "4 | 7 | 10 | 5 | 8 | 11", "4 | 7 | 10 | 5 | 8 | 11", "", "", "", "", "FALSE", "FALSE", "FALSE", "TRUE", "TRUE", "FALSE", "TRUE", "TRUE", "FALSE", "FALSE", "illust_unit_5021", "icon_5021_uiprofile"
5022, "player_unit_5022", "player_unit_name_5022", "Mythical", "player_unit_description_5022", 4, 4, "Normal", "Ranged", "50220 | 50221 | 50222 | 50223 | 50224", 10560, "0.5", 528, "1.25", "FALSE", 4, 4, 0, "", "Fx_Hit_01", "ingame_units_throw_attack_1 | ingame_units_throw_attack_2", "ingame_units_throw_hit_1 | ingame_units_throw_hit_2", "ingame_myth_summon_atto_vox", "Unit_MythLevel_6", "", "7 | 10 | 5 | 8 | 11", "4 | 5 | 7 | 8 | 10 | 11", "", "", "", "", "FALSE", "FALSE", "FALSE", "TRUE", "TRUE", "FALSE", "TRUE", "TRUE", "FALSE", "FALSE", "illust_unit_5022", "icon_5022_uiprofile"
5023, "player_unit_5023", "player_unit_name_5023", "Mythical", "player_unit_description_5023", 1, 1, "Normal", "Ranged", "50230 | 50231 | 50232 | 50233 | 50234 | 50235", 24576, "0.5", "1228.8", 1, "FALSE", 7, 3, 0, "", "Fx_Hit_01", "ingame_units_throw_attack_1 | ingame_units_throw_attack_2", "ingame_units_throw_hit_1 | ingame_units_throw_hit_2", "ingame_myth_summon_roka_vox", "Unit_ModeClear_Hard_1", 1009, "15 | 16 | 17", "15 | 16 | 17", "", "", "", "", "FALSE", "FALSE", "FALSE", "TRUE", "TRUE", "FALSE", "TRUE", "TRUE", "FALSE", "FALSE", "illust_unit_5023", "icon_5023_uiprofile"
5024, "player_unit_5024", "player_unit_name_5024", "Mythical", "player_unit_description_5024", 4, 1, "Normal", "Ranged", "50240 | 50241 | 50242 | 50243 | 50244", 24000, "0.5", 1200, "1.5", "FALSE", 4, 4, 200, "projectile_5024", "Fx_Hit_01", "ingame_units_shot_attack_1 | ingame_units_shot_attack_2", "ingame_units_throw_hit_1 | ingame_units_throw_hit_2", "ingame_myth_summon_gambler_vox", "Unit_WaveClear_Hard_20", 2001, "4 | 7 | 10", "4 | 5 | 7 | 8 | 10 | 11", "", "", "", "", "FALSE", "FALSE", "FALSE", "TRUE", "TRUE", "FALSE", "TRUE", "TRUE", "FALSE", "FALSE", "illust_unit_5024", "icon_5024_uiprofile"
15008, "player_unit_15008", "player_unit_name_15008", "Hyper", "player_unit_description_15008", 5, 5, "Normal", "Ranged", "150080 | 150081 | 150082 | 150083", 34020, "0.5", 1701, "1.5", "FALSE", 4, 4, 0, "projectile_15008", "Fx_Hit_01", "ingame_units_throw_attack_1 | ingame_units_throw_attack_2", "ingame_units_throw_hit_1 | ingame_units_throw_hit_2", "ingame_immortal_summon_grandmama_vox", "", "", "4 | 7 | 10 | 5 | 8 | 11", "4 | 5 | 7 | 8 | 10 | 11", "", "", "", "", "FALSE", "FALSE", "FALSE", "TRUE", "TRUE", "FALSE", "TRUE", "FALSE", "FALSE", "TRUE", "illust_unit_15008", "icon_15008_uiprofile"
15009, "player_unit_15009", "player_unit_name_15009", "Hyper", "player_unit_description_15009", 4, 4, "Normal", "Melee", "150090 | 150091 | 150092 | 150093", 30240, "0.5", 1512, 2, "FALSE", "2.1", 4, 0, "", "Fx_Hit_01", "ingame_units_metal_attack_1 | ingame_units_metal_attack_2", "ingame_units_metal_hit_1 | ingame_units_metal_hit_2", "", "", "", "3 | 6 | 9", "0 | 3 | 6", 15009, 15009, 15109, "15009 | 15109", "TRUE", "FALSE", "FALSE", "TRUE", "TRUE", "FALSE", "TRUE", "FALSE", "FALSE", "TRUE", "illust_unit_15009", "icon_15009_uiprofile", "popup_mythical_origin"
15109, "player_unit_15109", "player_unit_name_15109", "Hyper", "player_unit_description_15109", 1, 1, "Normal", "Ranged", "151090 | 151091 | 151092 | 151093 | 151094", 69600, "0.5", 3480, "1.5", "FALSE", 4, 4, 200, "", "Fx_Hit_01", "ingame_units_metal_attack_1 | ingame_units_metal_attack_2", "ingame_units_metal_hit_1 | ingame_units_metal_hit_2", "", "", "", "4 | 7 | 10 | 5 | 8 | 11", "4 | 5 | 7 | 8 | 10 | 11", 15009, 15009, "", "", "FALSE", "FALSE", "FALSE", "TRUE", "TRUE", "FALSE", "FALSE", "FALSE", "FALSE", "TRUE", "illust_unit_15109", "icon_15109_uiprofile", "popup_mythical_trans"
15021, "player_unit_15021", "player_unit_name_15021", "Hyper", "player_unit_description_15021", 1, 1, "Normal", "Ranged", "150210 | 150211 | 150212 | 150213 | 150214", 64350, "0.5", "3217.5", "1.5", "FALSE", 4, 4, 250, "", "Fx_Hit_01", "ingame_myth_hailey_attack", "ingame_myth_hailey_hit", "ingame_immortal_summon_hailey_vox", "", 1006, "4 | 7 | 10 | 5 | 8 | 11", "4 | 7 | 10 | 5 | 8 | 11", "", "", "", "", "FALSE", "FALSE", "FALSE", "TRUE", "TRUE", "FALSE", "TRUE", "FALSE", "FALSE", "TRUE", "illust_unit_15021", "icon_15021_uiprofile"
15001, "player_unit_15001", "player_unit_name_15001", "Hyper", "player_unit_description_15001", 1, 1, "Normal", "Melee", "150010 | 150011 | 150012 | 150013 | 150014 | 150015", 66000, "0.5", 3300, "1.5", "FALSE", "2.1", 4, 0, "", "Fx_Hit_01", "ingame_immortal_bamba_attack_1 | ingame_immortal_bamba_attack_2", "ingame_units_punch_hit_1 | ingame_units_punch_hit_2", "ingame_immortal_summon_bamba_vox", "", "", "0 | 3 | 6", "0 | 3 | 6", 15001, 15001, 15101, "", "TRUE", "FALSE", "FALSE", "TRUE", "TRUE", "FALSE", "TRUE", "FALSE", "FALSE", "TRUE", "illust_unit_15001", "icon_15001_uiprofile", "popup_mythical_origin"
13007, "player_unit_13007", "player_unit_name_13007", "Hyper", "player_unit_description_13007", 1, 1, "Normal", "Ranged", "130070 | 130071 | 130072 | 130073", 45000, "0.5", 2250, 2, "FALSE", 4, 4, 0, "projectile_3007", "Fx_Hit_01", "ingame_units_throw_attack_1 | ingame_units_throw_attack_2", "ingame_units_throw_hit_1 | ingame_units_throw_hit_2", "ingame_immortal_summon_ninja_vox", "", "", "12 | 10 | 13", "4 | 7 | 10", "", "", "", "", "FALSE", "FALSE", "FALSE", "TRUE", "TRUE", "FALSE", "TRUE", "FALSE", "FALSE", "TRUE", "illust_unit_13007", "icon_13007_uiprofile"
15022, "player_unit_15022", "player_unit_name_15022", "Hyper", "player_unit_description_15022", 4, 4, "Normal", "Ranged", "150220 | 150221 | 150222 | 150223 | 150224 | 150225", 31500, "0.5", 1575, "1.25", "FALSE", 4, 4, 0, "", "Fx_Hit_01", "ingame_units_throw_attack_1 | ingame_units_throw_attack_2", "ingame_units_throw_hit_1 | ingame_units_throw_hit_2", "ingame_immortal_summon_atto_vox", "", "", "7 | 10 | 5 | 8 | 11", "4 | 5 | 7 | 8 | 10 | 11", "", "", "", "", "FALSE", "FALSE", "FALSE", "TRUE", "TRUE", "FALSE", "TRUE", "FALSE", "FALSE", "TRUE", "illust_unit_15022", "icon_15022_uiprofile"
14002, "player_unit_14002", "player_unit_name_14002", "Hyper", "player_unit_description_14002", 1, 1, "Normal", "Ranged", "140020 | 140021 | 140022 | 140023", 54600, "0.5", 2730, 1, "FALSE", 4, 4, 550, "", "Fx_Hit_01", "ingame_units_throw_attack_1 | ingame_units_throw_attack_2", "ingame_units_throw_hit_1 | ingame_units_throw_hit_2", "ingame_immortal_summon_pulse_vox", "", "", "4 | 7 | 10 | 5 | 8 | 11", "4 | 7 | 10 | 5 | 8 | 11", "", "", "", "", "FALSE", "FALSE", "FALSE", "TRUE", "TRUE", "FALSE", "TRUE", "FALSE", "FALSE", "TRUE", "illust_unit_14002", "icon_14002_uiprofile"
15011, "player_unit_15011", "player_unit_name_15011", "Hyper", "player_unit_description_15011", 1, 1, "Normal", "Ranged", "150110 | 150111 | 150112 | 150113 | 150114", 63600, "0.5", 3180, "0.7", "FALSE", 4, 4, 100, "", "Fx_Hit_01", "ingame_myth_vayne_attack_normal", "ingame_units_metal_hit_1 | ingame_units_metal_hit_2", "ingame_immortal_summon_vayne_vox", "", "", "4 | 7 | 10 | 5 | 8 | 11", "4 | 5 | 7 | 8 | 10 | 11", "", "", "", "", "FALSE", "FALSE", "FALSE", "TRUE", "TRUE", "FALSE", "TRUE", "FALSE", "FALSE", "TRUE", "illust_unit_15011", "icon_15011_uiprofile"
15006, "player_unit_15006", "player_unit_name_15006", "Hyper", "player_unit_description_15006", 4, 1, "Normal", "Ranged", "150060 | 150061 | 150062 | 150063 | 150064 | 150065", 67200, "0.5", 3360, "1.5", "FALSE", 4, 4, 250, "projectile_5306", "Fx_Hit_01", "", "", "ingame_immortal_summon_dragon_vox", "", "", "4 | 7 | 10 | 5 | 8 | 11", "4 | 5 | 7 | 8 | 10 | 11", "", "", "", "", "FALSE", "FALSE", "FALSE", "TRUE", "TRUE", "FALSE", "TRUE", "FALSE", "FALSE", "TRUE", "illust_unit_15006", "icon_15006_uiprofile"
13004, "player_unit_13004", "player_unit_name_13004", "Hyper", "player_unit_description_13004", 2, 2, "Normal", "Ranged", "130040 | 130041 | 130042 | 130043 | 130044", 35280, "0.5", 1764, 2, "FALSE", 4, 4, 200, "", "Fx_Hit_01", "ingame_immortal_spgraviton_attack", "", "ingame_immortal_summon_spgraviton_vox", "", "", "12 | 10 | 13", "9 | 10 | 11 | 12 | 13 | 14", "", "", "", "", "FALSE", "FALSE", "FALSE", "TRUE", "TRUE", "FALSE", "TRUE", "FALSE", "FALSE", "TRUE", "illust_unit_13004", "icon_13004_uiprofile"
15023, "player_unit_15023", "player_unit_name_15023", "Hyper", "player_unit_description_15023", 1, 1, "Normal", "Ranged", "150230 | 150231 | 150232 | 150233 | 150234 | 150235", 56400, "0.5", 2820, 1, "FALSE", 7, 3, 0, "", "Fx_Hit_01", "ingame_units_throw_attack_1 | ingame_units_throw_attack_2", "ingame_units_throw_hit_1 | ingame_units_throw_hit_2", "ingame_immortal_summon_roka_vox", "", 1009, "15 | 16 | 17", "15 | 16 | 17", "", "", "", "", "FALSE", "FALSE", "FALSE", "TRUE", "TRUE", "FALSE", "TRUE", "FALSE", "FALSE", "TRUE", "illust_unit_15023", "icon_15023_uiprofile"
15010, "player_unit_15010", "player_unit_name_15010", "Hyper", "player_unit_description_15010", 1, 1, "Normal", "Melee", 150100, 60000, "0.5", 3000, 0, "TRUE", 0, 4, 0, "", "Fx_Hit_01", "", "", "ingame_immortal_summon_batman_vox", "", "", "13 | 16 | 14 | 17", "13 | 14 | 16 | 17", 15010, 15010, "15110 | 15210", "15010 | 15110 | 15210", "TRUE", "FALSE", "FALSE", "TRUE", "TRUE", "FALSE", "TRUE", "FALSE", "FALSE", "TRUE", "illust_unit_15010", "icon_15010_uiprofile", "popup_mythical_other"
15110, "player_unit_15110", "player_unit_name_15110", "Hyper", "player_unit_description_15110", 1, 1, "Normal", "Ranged", "151100 | 151101 | 151102 | 151103", 60000, "0.5", 3000, "1.5", "FALSE", 4, 4, 0, "projectile_15110_Attack", "Fx_15010_Hit", "ingame_immortal_batman_pitcher_attack_1 | ingame_immortal_batman_pitcher_attack_2", "ingame_immortal_batman_pitcher_hit", "", "", "", "4 | 7 | 10 | 5 | 8 | 11", "4 | 7 | 10 | 5 | 8 | 11", 15010, 15010, "", "", "FALSE", "FALSE", "FALSE", "TRUE", "TRUE", "FALSE", "FALSE", "FALSE", "FALSE", "TRUE", "illust_unit_15110", "icon_15110_uiprofile", "popup_mythical_other"
15210, "player_unit_15210", "player_unit_name_15210", "Hyper", "player_unit_description_15210", 1, 1, "Normal", "Melee", "152100 | 152101 | 152102 | 152103", 60000, "0.5", 3000, "1.5", "FALSE", "2.1", 4, 0, "", "Fx_15010_Hit", "ingame_immortal_batman_batter_attack_1 | ingame_immortal_batman_batter_attack_2", "ingame_units_metal_hit_1 | ingame_units_metal_hit_2", "", "", "", "0 | 3 | 6", "0 | 3 | 6", 15010, 15010, "", "", "FALSE", "FALSE", "FALSE", "TRUE", "TRUE", "FALSE", "FALSE", "FALSE", "FALSE", "TRUE", "illust_unit_15210", "icon_15210_uiprofile", "popup_mythical_other"
15020, "player_unit_15020", "player_unit_name_15020", "Hyper", "player_unit_description_15020", 4, 1, "Normal", "Ranged", "150200 | 150201 | 150202 | 150203 | 150204", 32400, "0.5", 1620, "1.5", "FALSE", 4, 4, 0, "", "Fx_Hit_01", "ingame_units_throw_attack_1 | ingame_units_throw_attack_2", "ingame_units_throw_hit_1 | ingame_units_throw_hit_2", "ingame_immortal_summon_penguin_vox", "", "", "7 | 10 | 13 | 8 | 11 | 14", "7 | 10 | 13 | 8 | 11 | 14", "", "", "", "", "FALSE", "FALSE", "FALSE", "TRUE", "TRUE", "FALSE", "TRUE", "FALSE", "FALSE", "TRUE", "illust_unit_15020", "icon_15020_uiprofile"
15004, "player_unit_15004", "player_unit_name_15004", "Hyper", "player_unit_description_15004", 4, 4, "Normal", "Ranged", "150040 | 150041 | 150042 | 150043 | 150044", 58500, "0.5", 2925, 2, "FALSE", 4, 4, 300, "", "Fx_Hit_01", "", "", "", "", "", "4 | 7 | 10", "4 | 5 | 7 | 8 | 10 | 11", "", "", "", "", "FALSE", "FALSE", "FALSE", "TRUE", "TRUE", "FALSE", "TRUE", "FALSE", "FALSE", "TRUE", "illust_unit_15004", "icon_15004_uiprofile"
15024, "player_unit_15024", "player_unit_name_15024", "Hyper", "player_unit_description_15024", 4, 4, "Normal", "Ranged", "150240 | 150241 | 150242 | 150243 | 150244", 60000, "0.5", 3000, "1.5", "FALSE", 4, 4, 250, "projectile_15024", "Fx_Hit_01", "ingame_units_shot_attack_1 | ingame_units_shot_attack_2", "ingame_units_throw_hit_1 | ingame_units_throw_hit_2", "ingame_immortal_summon_gambler_vox", "", 2001, "4 | 7 | 10", "4 | 5 | 7 | 8 | 10 | 11", "", "", "", "", "FALSE", "FALSE", "FALSE", "TRUE", "TRUE", "FALSE", "TRUE", "FALSE", "FALSE", "TRUE", "illust_unit_15024", "icon_15024_uiprofile"
15005, "player_unit_15005", "player_unit_name_15005", "Hyper", "player_unit_description_15005", 5, 5, "Normal", "Melee", "150050 | 150051 | 150052 | 150053 | 150054 | 150055", 43200, "0.5", 2160, "1.9", "FALSE", "2.1", 4, 500, "", "Fx_Hit_01", "ingame_units_metal_attack_1 | ingame_units_metal_attack_2", "ingame_units_metal_hit_1 | ingame_units_metal_hit_2", "", "", "", "0 | 3 | 6", "0 | 3 | 6", "", "", "", "", "FALSE", "FALSE", "FALSE", "TRUE", "TRUE", "FALSE", "TRUE", "FALSE", "FALSE", "TRUE", "illust_unit_15005", "icon_15005_uiprofile"
15002, "player_unit_15002", "player_unit_name_15002", "Hyper", "player_unit_description_15002", 3, 3, "Normal", "Ranged", "150020 | 150021 | 150022 | 150023 | 150024", 59670, "0.5", "2983.5", "1.8", "FALSE", 4, 4, 300, "projectile_15002", "Fx_Hit_01", "ingame_units_coldy_attack_1 | ingame_units_coldy_attack_2", "ingame_units_throw_hit_1 | ingame_units_throw_hit_2", "ingame_immortal_summon_coldy_vox", "", "", "12 | 15 | 16", "12 | 15 | 16", "", "", "", "", "FALSE", "FALSE", "FALSE", "TRUE", "TRUE", "FALSE", "TRUE", "FALSE", "FALSE", "TRUE", "illust_unit_15002", "icon_15002_uiprofile"
1091, "player_unit_1091", "player_unit_name_1091", "Common", "player_unit_description_1091", 1, 1, "Special", "Melee", "", 1, 1, "0.05", 1, "FALSE", 0, "2.4", 0, "", "Fx_Hit_01", "ingame_units_metal_attack_1 | ingame_units_metal_attack_2", "ingame_units_metal_hit_1 | ingame_units_metal_hit_2", "", "", "", "", "", "", "", "", "", "FALSE", "FALSE", "FALSE", "FALSE", "FALSE", "FALSE", "FALSE", "FALSE", "FALSE", "FALSE", "illust_unit_1091", "icon_1091_uiprofile"
1092, "player_unit_1092", "player_unit_name_1092", "Common", "player_unit_description_1092", 1, 1, "Special", "Melee", "", 1, 1, "0.05", 1, "FALSE", 0, "2.4", 0, "", "", "", "", "", "", "", "", "", "", "", "", "", "FALSE", "FALSE", "FALSE", "TRUE", "FALSE", "FALSE", "FALSE", "FALSE", "FALSE", "FALSE", "illust_unit_1092", "icon_1092_uiprofile"
1093, "player_unit_1093", "player_unit_name_1093", "Mythical", "player_unit_description_1093", 4, 4, "Special", "Melee", "", 0, 0, 0, 0, "FALSE", 0, 4, 0, "", "Fx_Hit_01", "", "", "", "", "", "", "", "", "", "", "", "FALSE", "FALSE", "FALSE", "TRUE", "TRUE", "FALSE", "FALSE", "FALSE", "FALSE", "FALSE", "illust_unit_1093", "icon_1093_uiprofile"
1094, "player_unit_1094", "player_unit_name_1094", "Hyper", "player_unit_description_1094", 4, 4, "Special", "Melee", "", 0, 0, 0, 0, "FALSE", 0, 4, 0, "", "Fx_Hit_01", "", "", "", "", "", "", "", "", "", "", "", "TRUE", "FALSE", "FALSE", "TRUE", "TRUE", "FALSE", "FALSE", "FALSE", "FALSE", "TRUE", "illust_unit_1094", "icon_1094_uiprofile"
1095, "player_unit_1095", "player_unit_name_1095", "Common", "player_unit_description_1095", 4, 4, "Special", "Melee", 10950, 50, 1, "2.5", 1, "FALSE", "2.1", 4, 0, "", "Fx_Hit_01", "", "", "", "", "", 6, "", "", "", "", "", "FALSE", "FALSE", "FALSE", "TRUE", "TRUE", "FALSE", "FALSE", "FALSE", "FALSE", "FALSE", "illust_unit_1095", "icon_1095_uiprofile"
