int, int, int, int[], long, FP, int, int, int, int
3060389, 306, 388, 3060006, 3780000, 0, 1000, 2, 0, 0
3060390, 306, 389, 3060006, 3790000, 0, 1000, 2, 0, 0
3060391, 306, 390, 3060006, 3800000, 0, 1000, 2, 0, 0
3060392, 306, 391, 3060006, 3810000, 0, 1000, 2, 0, 0
3060393, 306, 392, 3060006, 3820000, 0, 1000, 2, 0, 0
3060394, 306, 393, 3060006, 3830000, 0, 1000, 2, 0, 0
3060395, 306, 394, 3060006, 3840000, 0, 1000, 2, 0, 0
3060396, 306, 395, 3060006, 3850000, 0, 1000, 2, 0, 0
3060397, 306, 396, 3060006, 3860000, 0, 1000, 2, 0, 0
3060398, 306, 397, 3060006, 3870000, 0, 1000, 2, 0, 0
3060399, 306, 398, 3060006, 3880000, 0, 1000, 2, 0, 0
3060400, 306, 399, 3060006, 3890000, 0, 1000, 2, 0, 0
3060401, 306, 400, 3060006, 3900000, 0, 1000, 2, 0, 0
3060402, 306, 401, 3060006, 3910000, 0, 1000, 2, 0, 0
3060403, 306, 402, 3060006, 3920000, 0, 1000, 2, 0, 0
3060404, 306, 403, 3060006, 3930000, 0, 1000, 2, 0, 0
3060405, 306, 404, 3060006, 3940000, 0, 1000, 2, 0, 0
3060406, 306, 405, 3060006, 3950000, 0, 1000, 2, 0, 0
3060407, 306, 406, 3060006, 3960000, 0, 1000, 2, 0, 0
3060408, 306, 407, 3060006, 3970000, 0, 1000, 2, 0, 0
3060409, 306, 408, 3060006, 3980000, 0, 1000, 2, 0, 0
3060410, 306, 409, 3060006, 3990000, 0, 1000, 2, 0, 0
3060411, 306, 410, 3060006, 4000000, 0, 1000, 2, 0, 0
3060412, 306, 411, 3060006, 4010000, 0, 1000, 2, 0, 0
3060413, 306, 412, 3060006, 4020000, 0, 1000, 2, 0, 0
3060414, 306, 413, 3060006, 4030000, 0, 1000, 2, 0, 0
3060415, 306, 414, 3060006, 4040000, 0, 1000, 2, 0, 0
3060416, 306, 415, 3060006, 4050000, 0, 1000, 2, 0, 0
3060417, 306, 416, 3060006, 4060000, 0, 1000, 2, 0, 0
3060418, 306, 417, 3060006, 4070000, 0, 1000, 2, 0, 0
3060419, 306, 418, 3060006, 4080000, 0, 1000, 2, 0, 0
3060420, 306, 419, 3060006, 4090000, 0, 1000, 2, 0, 0
3060421, 306, 420, 3060006, 4100000, 0, 1000, 2, 0, 0
3060422, 306, 421, 3060006, 4110000, 0, 1000, 2, 0, 0
3060423, 306, 422, 3060006, 4120000, 0, 1000, 2, 0, 0
3060424, 306, 423, 3060006, 4130000, 0, 1000, 2, 0, 0
3060425, 306, 424, 3060006, 4140000, 0, 1000, 2, 0, 0
3060426, 306, 425, 3060006, 4150000, 0, 1000, 2, 0, 0
3060427, 306, 426, 3060006, 4160000, 0, 1000, 2, 0, 0
3060428, 306, 427, 3060006, 4170000, 0, 1000, 2, 0, 0
3060429, 306, 428, 3060006, 4180000, 0, 1000, 2, 0, 0
3060430, 306, 429, 3060006, 4190000, 0, 1000, 2, 0, 0
3060431, 306, 430, 3060006, 4200000, 0, 1000, 2, 0, 0
3060432, 306, 431, 3060006, 4210000, 0, 1000, 2, 0, 0
3060433, 306, 432, 3060006, 4220000, 0, 1000, 2, 0, 0
3060434, 306, 433, 3060006, 4230000, 0, 1000, 2, 0, 0
3060435, 306, 434, 3060006, 4240000, 0, 1000, 2, 0, 0
3060436, 306, 435, 3060006, 4250000, 0, 1000, 2, 0, 0
3060437, 306, 436, 3060006, 4260000, 0, 1000, 2, 0, 0
3060438, 306, 437, 3060006, 4270000, 0, 1000, 2, 0, 0
3060439, 306, 438, 3060006, 4280000, 0, 1000, 2, 0, 0
3060440, 306, 439, 3060006, 4290000, 0, 1000, 2, 0, 0
3060441, 306, 440, 3060006, 4300000, 0, 1000, 2, 0, 0
3060442, 306, 441, 3060006, 4310000, 0, 1000, 2, 0, 0
3060443, 306, 442, 3060006, 4320000, 0, 1000, 2, 0, 0
3060444, 306, 443, 3060006, 4330000, 0, 1000, 2, 0, 0
3060445, 306, 444, 3060006, 4340000, 0, 1000, 2, 0, 0
3060446, 306, 445, 3060006, 4350000, 0, 1000, 2, 0, 0
3060447, 306, 446, 3060006, 4360000, 0, 1000, 2, 0, 0
3060448, 306, 447, 3060006, 4370000, 0, 1000, 2, 0, 0
3060449, 306, 448, 3060006, 4380000, 0, 1000, 2, 0, 0
3060450, 306, 449, 3060006, 4390000, 0, 1000, 2, 0, 0
3060451, 306, 450, 3060006, 4400000, 0, 1000, 2, 0, 0
3060452, 306, 451, 3060006, 4410000, 0, 1000, 2, 0, 0
3060453, 306, 452, 3060006, 4420000, 0, 1000, 2, 0, 0
3060454, 306, 453, 3060006, 4430000, 0, 1000, 2, 0, 0
3060455, 306, 454, 3060006, 4440000, 0, 1000, 2, 0, 0
3060456, 306, 455, 3060006, 4450000, 0, 1000, 2, 0, 0
3060457, 306, 456, 3060006, 4460000, 0, 1000, 2, 0, 0
3060458, 306, 457, 3060006, 4470000, 0, 1000, 2, 0, 0
3060459, 306, 458, 3060006, 4480000, 0, 1000, 2, 0, 0
3060460, 306, 459, 3060006, 4490000, 0, 1000, 2, 0, 0
3060461, 306, 460, 3060006, 4500000, 0, 1000, 2, 0, 0
3060462, 306, 461, 3060006, 4510000, 0, 1000, 2, 0, 0
3060463, 306, 462, 3060006, 4520000, 0, 1000, 2, 0, 0
3060464, 306, 463, 3060006, 4530000, 0, 1000, 2, 0, 0
3060465, 306, 464, 3060006, 4540000, 0, 1000, 2, 0, 0
3060466, 306, 465, 3060006, 4550000, 0, 1000, 2, 0, 0
3060467, 306, 466, 3060006, 4560000, 0, 1000, 2, 0, 0
3060468, 306, 467, 3060006, 4570000, 0, 1000, 2, 0, 0
3060469, 306, 468, 3060006, 4580000, 0, 1000, 2, 0, 0
3060470, 306, 469, 3060006, 4590000, 0, 1000, 2, 0, 0
3060471, 306, 470, 3060006, 4600000, 0, 1000, 2, 0, 0
3060472, 306, 471, 3060006, 4610000, 0, 1000, 2, 0, 0
3060473, 306, 472, 3060006, 4620000, 0, 1000, 2, 0, 0
3060474, 306, 473, 3060006, 4630000, 0, 1000, 2, 0, 0
3060475, 306, 474, 3060006, 4640000, 0, 1000, 2, 0, 0
3060476, 306, 475, 3060006, 4650000, 0, 1000, 2, 0, 0
3060477, 306, 476, 3060006, 4660000, 0, 1000, 2, 0, 0
3060478, 306, 477, 3060006, 4670000, 0, 1000, 2, 0, 0
3060479, 306, 478, 3060006, 4680000, 0, 1000, 2, 0, 0
3060480, 306, 479, 3060006, 4690000, 0, 1000, 2, 0, 0
3060481, 306, 480, 3060006, 4700000, 0, 1000, 2, 0, 0
3060482, 306, 481, 3060006, 4710000, 0, 1000, 2, 0, 0
3060483, 306, 482, 3060006, 4720000, 0, 1000, 2, 0, 0
3060484, 306, 483, 3060006, 4730000, 0, 1000, 2, 0, 0
3060485, 306, 484, 3060006, 4740000, 0, 1000, 2, 0, 0
3060486, 306, 485, 3060006, 4750000, 0, 1000, 2, 0, 0
3060487, 306, 486, 3060006, 4760000, 0, 1000, 2, 0, 0
3060488, 306, 487, 3060006, 4770000, 0, 1000, 2, 0, 0
3060489, 306, 488, 3060006, 4780000, 0, 1000, 2, 0, 0
3060490, 306, 489, 3060006, 4790000, 0, 1000, 2, 0, 0
3060491, 306, 490, 3060006, 4800000, 0, 1000, 2, 0, 0
3060492, 306, 491, 3060006, 4810000, 0, 1000, 2, 0, 0
3060493, 306, 492, 3060006, 4820000, 0, 1000, 2, 0, 0
3060494, 306, 493, 3060006, 4830000, 0, 1000, 2, 0, 0
3060495, 306, 494, 3060006, 4840000, 0, 1000, 2, 0, 0
3060496, 306, 495, 3060006, 4850000, 0, 1000, 2, 0, 0
3060497, 306, 496, 3060006, 4860000, 0, 1000, 2, 0, 0
3060498, 306, 497, 3060006, 4870000, 0, 1000, 2, 0, 0
3060499, 306, 498, 3060006, 4880000, 0, 1000, 2, 0, 0
3060500, 306, 499, 3060006, 4890000, 0, 1000, 2, 0, 0
3060501, 306, 500, 3060006, 4900000, 0, 1000, 2, 0, 0
3060502, 306, 501, 3060006, 4910000, 0, 1000, 2, 0, 0
3060503, 306, 502, 3060006, 4920000, 0, 1000, 2, 0, 0
3060504, 306, 503, 3060006, 4930000, 0, 1000, 2, 0, 0
3060505, 306, 504, 3060006, 4940000, 0, 1000, 2, 0, 0
3060506, 306, 505, 3060006, 4950000, 0, 1000, 2, 0, 0
3060507, 306, 506, 3060006, 4960000, 0, 1000, 2, 0, 0
3060508, 306, 507, 3060006, 4970000, 0, 1000, 2, 0, 0
3060509, 306, 508, 3060006, 4980000, 0, 1000, 2, 0, 0
3060510, 306, 509, 3060006, 4990000, 0, 1000, 2, 0, 0
3060511, 306, 510, 3060006, 5000000, 0, 1000, 2, 0, 0
3060512, 306, 511, 3060006, 5010000, 0, 1000, 2, 0, 0
3060513, 306, 512, 3060006, 5020000, 0, 1000, 2, 0, 0
3060514, 306, 513, 3060006, 5030000, 0, 1000, 2, 0, 0
3060515, 306, 514, 3060006, 5040000, 0, 1000, 2, 0, 0
3060516, 306, 515, 3060006, 5050000, 0, 1000, 2, 0, 0
3060517, 306, 516, 3060006, 5060000, 0, 1000, 2, 0, 0
3060518, 306, 517, 3060006, 5070000, 0, 1000, 2, 0, 0
3060519, 306, 518, 3060006, 5080000, 0, 1000, 2, 0, 0
3060520, 306, 519, 3060006, 5090000, 0, 1000, 2, 0, 0
3060521, 306, 520, 3060006, 5100000, 0, 1000, 2, 0, 0
3060522, 306, 521, 3060006, 5110000, 0, 1000, 2, 0, 0
3060523, 306, 522, 3060006, 5120000, 0, 1000, 2, 0, 0
3060524, 306, 523, 3060006, 5130000, 0, 1000, 2, 0, 0
3060525, 306, 524, 3060006, 5140000, 0, 1000, 2, 0, 0
3060526, 306, 525, 3060006, 5150000, 0, 1000, 2, 0, 0
3060527, 306, 526, 3060006, 5160000, 0, 1000, 2, 0, 0
3060528, 306, 527, 3060006, 5170000, 0, 1000, 2, 0, 0
3060529, 306, 528, 3060006, 5180000, 0, 1000, 2, 0, 0
3060530, 306, 529, 3060006, 5190000, 0, 1000, 2, 0, 0
3060531, 306, 530, 3060006, 5200000, 0, 1000, 2, 0, 0
3060532, 306, 531, 3060006, 5210000, 0, 1000, 2, 0, 0
3060533, 306, 532, 3060006, 5220000, 0, 1000, 2, 0, 0
3060534, 306, 533, 3060006, 5230000, 0, 1000, 2, 0, 0
3060535, 306, 534, 3060006, 5240000, 0, 1000, 2, 0, 0
3060536, 306, 535, 3060006, 5250000, 0, 1000, 2, 0, 0
3060537, 306, 536, 3060006, 5260000, 0, 1000, 2, 0, 0
3060538, 306, 537, 3060006, 5270000, 0, 1000, 2, 0, 0
3060539, 306, 538, 3060006, 5280000, 0, 1000, 2, 0, 0
3060540, 306, 539, 3060006, 5290000, 0, 1000, 2, 0, 0
3060541, 306, 540, 3060006, 5300000, 0, 1000, 2, 0, 0
3060542, 306, 541, 3060006, 5310000, 0, 1000, 2, 0, 0
3060543, 306, 542, 3060006, 5320000, 0, 1000, 2, 0, 0
3060544, 306, 543, 3060006, 5330000, 0, 1000, 2, 0, 0
3060545, 306, 544, 3060006, 5340000, 0, 1000, 2, 0, 0
3060546, 306, 545, 3060006, 5350000, 0, 1000, 2, 0, 0
3060547, 306, 546, 3060006, 5360000, 0, 1000, 2, 0, 0
3060548, 306, 547, 3060006, 5370000, 0, 1000, 2, 0, 0
3060549, 306, 548, 3060006, 5380000, 0, 1000, 2, 0, 0
3060550, 306, 549, 3060006, 5390000, 0, 1000, 2, 0, 0
3060551, 306, 550, 3060006, 5400000, 0, 1000, 2, 0, 0
3060552, 306, 551, 3060006, 5410000, 0, 1000, 2, 0, 0
3060553, 306, 552, 3060006, 5420000, 0, 1000, 2, 0, 0
3060554, 306, 553, 3060006, 5430000, 0, 1000, 2, 0, 0
3060555, 306, 554, 3060006, 5440000, 0, 1000, 2, 0, 0
3060556, 306, 555, 3060006, 5450000, 0, 1000, 2, 0, 0
3060557, 306, 556, 3060006, 5460000, 0, 1000, 2, 0, 0
3060558, 306, 557, 3060006, 5470000, 0, 1000, 2, 0, 0
3060559, 306, 558, 3060006, 5480000, 0, 1000, 2, 0, 0
3060560, 306, 559, 3060006, 5490000, 0, 1000, 2, 0, 0
3060561, 306, 560, 3060006, 5500000, 0, 1000, 2, 0, 0
3060562, 306, 561, 3060006, 5510000, 0, 1000, 2, 0, 0
3060563, 306, 562, 3060006, 5520000, 0, 1000, 2, 0, 0
3060564, 306, 563, 3060006, 5530000, 0, 1000, 2, 0, 0
3060565, 306, 564, 3060006, 5540000, 0, 1000, 2, 0, 0
3060566, 306, 565, 3060006, 5550000, 0, 1000, 2, 0, 0
3060567, 306, 566, 3060006, 5560000, 0, 1000, 2, 0, 0
3060568, 306, 567, 3060006, 5570000, 0, 1000, 2, 0, 0
3060569, 306, 568, 3060006, 5580000, 0, 1000, 2, 0, 0
3060570, 306, 569, 3060006, 5590000, 0, 1000, 2, 0, 0
3060571, 306, 570, 3060006, 5600000, 0, 1000, 2, 0, 0
3060572, 306, 571, 3060006, 5610000, 0, 1000, 2, 0, 0
3060573, 306, 572, 3060006, 5620000, 0, 1000, 2, 0, 0
3060574, 306, 573, 3060006, 5630000, 0, 1000, 2, 0, 0
3060575, 306, 574, 3060006, 5640000, 0, 1000, 2, 0, 0
3060576, 306, 575, 3060006, 5650000, 0, 1000, 2, 0, 0
3060577, 306, 576, 3060006, 5660000, 0, 1000, 2, 0, 0
3060578, 306, 577, 3060006, 5670000, 0, 1000, 2, 0, 0
3060579, 306, 578, 3060006, 5680000, 0, 1000, 2, 0, 0
3060580, 306, 579, 3060006, 5690000, 0, 1000, 2, 0, 0
3060581, 306, 580, 3060006, 5700000, 0, 1000, 2, 0, 0
3060582, 306, 581, 3060006, 5710000, 0, 1000, 2, 0, 0
3060583, 306, 582, 3060006, 5720000, 0, 1000, 2, 0, 0
3060584, 306, 583, 3060006, 5730000, 0, 1000, 2, 0, 0
3060585, 306, 584, 3060006, 5740000, 0, 1000, 2, 0, 0
3060586, 306, 585, 3060006, 5750000, 0, 1000, 2, 0, 0
3060587, 306, 586, 3060006, 5760000, 0, 1000, 2, 0, 0
3060588, 306, 587, 3060006, 5770000, 0, 1000, 2, 0, 0
3060589, 306, 588, 3060006, 5780000, 0, 1000, 2, 0, 0
3060590, 306, 589, 3060006, 5790000, 0, 1000, 2, 0, 0
3060591, 306, 590, 3060006, 5800000, 0, 1000, 2, 0, 0
3060592, 306, 591, 3060006, 5810000, 0, 1000, 2, 0, 0
3060593, 306, 592, 3060006, 5820000, 0, 1000, 2, 0, 0
3060594, 306, 593, 3060006, 5830000, 0, 1000, 2, 0, 0
3060595, 306, 594, 3060006, 5840000, 0, 1000, 2, 0, 0
3060596, 306, 595, 3060006, 5850000, 0, 1000, 2, 0, 0
3060597, 306, 596, 3060006, 5860000, 0, 1000, 2, 0, 0
3060598, 306, 597, 3060006, 5870000, 0, 1000, 2, 0, 0
3060599, 306, 598, 3060006, 5880000, 0, 1000, 2, 0, 0
3060600, 306, 599, 3060006, 5890000, 0, 1000, 2, 0, 0
3060601, 306, 600, 3060006, 5900000, 0, 1000, 2, 0, 0
3060602, 306, 601, 3060006, 5910000, 0, 1000, 2, 0, 0
3060603, 306, 602, 3060006, 5920000, 0, 1000, 2, 0, 0
3060604, 306, 603, 3060006, 5930000, 0, 1000, 2, 0, 0
3060605, 306, 604, 3060006, 5940000, 0, 1000, 2, 0, 0
3060606, 306, 605, 3060006, 5950000, 0, 1000, 2, 0, 0
3060607, 306, 606, 3060006, 5960000, 0, 1000, 2, 0, 0
3060608, 306, 607, 3060006, 5970000, 0, 1000, 2, 0, 0
3060609, 306, 608, 3060006, 5980000, 0, 1000, 2, 0, 0
3060610, 306, 609, 3060006, 5990000, 0, 1000, 2, 0, 0
3060611, 306, 610, 3060006, 6000000, 0, 1000, 2, 0, 0
3060612, 306, 611, 3060006, 6010000, 0, 1000, 2, 0, 0
3060613, 306, 612, 3060006, 6020000, 0, 1000, 2, 0, 0
3060614, 306, 613, 3060006, 6030000, 0, 1000, 2, 0, 0
3060615, 306, 614, 3060006, 6040000, 0, 1000, 2, 0, 0
3060616, 306, 615, 3060006, 6050000, 0, 1000, 2, 0, 0
3060617, 306, 616, 3060006, 6060000, 0, 1000, 2, 0, 0
3060618, 306, 617, 3060006, 6070000, 0, 1000, 2, 0, 0
3060619, 306, 618, 3060006, 6080000, 0, 1000, 2, 0, 0
3060620, 306, 619, 3060006, 6090000, 0, 1000, 2, 0, 0
3060621, 306, 620, 3060006, 6100000, 0, 1000, 2, 0, 0
3060622, 306, 621, 3060006, 6110000, 0, 1000, 2, 0, 0
3060623, 306, 622, 3060006, 6120000, 0, 1000, 2, 0, 0
3060624, 306, 623, 3060006, 6130000, 0, 1000, 2, 0, 0
3060625, 306, 624, 3060006, 6140000, 0, 1000, 2, 0, 0
3060626, 306, 625, 3060006, 6150000, 0, 1000, 2, 0, 0
3060627, 306, 626, 3060006, 6160000, 0, 1000, 2, 0, 0
3060628, 306, 627, 3060006, 6170000, 0, 1000, 2, 0, 0
3060629, 306, 628, 3060006, 6180000, 0, 1000, 2, 0, 0
3060630, 306, 629, 3060006, 6190000, 0, 1000, 2, 0, 0
3060631, 306, 630, 3060006, 6200000, 0, 1000, 2, 0, 0
3060632, 306, 631, 3060006, 6210000, 0, 1000, 2, 0, 0
3060633, 306, 632, 3060006, 6220000, 0, 1000, 2, 0, 0
3060634, 306, 633, 3060006, 6230000, 0, 1000, 2, 0, 0
3060635, 306, 634, 3060006, 6240000, 0, 1000, 2, 0, 0
3060636, 306, 635, 3060006, 6250000, 0, 1000, 2, 0, 0
3060637, 306, 636, 3060006, 6260000, 0, 1000, 2, 0, 0
3060638, 306, 637, 3060006, 6270000, 0, 1000, 2, 0, 0
3060639, 306, 638, 3060006, 6280000, 0, 1000, 2, 0, 0
3060640, 306, 639, 3060006, 6290000, 0, 1000, 2, 0, 0
3060641, 306, 640, 3060006, 6300000, 0, 1000, 2, 0, 0
3060642, 306, 641, 3060006, 6310000, 0, 1000, 2, 0, 0
3060643, 306, 642, 3060006, 6320000, 0, 1000, 2, 0, 0
3060644, 306, 643, 3060006, 6330000, 0, 1000, 2, 0, 0
3060645, 306, 644, 3060006, 6340000, 0, 1000, 2, 0, 0
3060646, 306, 645, 3060006, 6350000, 0, 1000, 2, 0, 0
3060647, 306, 646, 3060006, 6360000, 0, 1000, 2, 0, 0
3060648, 306, 647, 3060006, 6370000, 0, 1000, 2, 0, 0
3060649, 306, 648, 3060006, 6380000, 0, 1000, 2, 0, 0
3060650, 306, 649, 3060006, 6390000, 0, 1000, 2, 0, 0
3060651, 306, 650, 3060006, 6400000, 0, 1000, 2, 0, 0
3060652, 306, 651, 3060006, 6410000, 0, 1000, 2, 0, 0
3060653, 306, 652, 3060006, 6420000, 0, 1000, 2, 0, 0
3060654, 306, 653, 3060006, 6430000, 0, 1000, 2, 0, 0
3060655, 306, 654, 3060006, 6440000, 0, 1000, 2, 0, 0
3060656, 306, 655, 3060006, 6450000, 0, 1000, 2, 0, 0
3060657, 306, 656, 3060006, 6460000, 0, 1000, 2, 0, 0
3060658, 306, 657, 3060006, 6470000, 0, 1000, 2, 0, 0
3060659, 306, 658, 3060006, 6480000, 0, 1000, 2, 0, 0
3060660, 306, 659, 3060006, 6490000, 0, 1000, 2, 0, 0
3060661, 306, 660, 3060006, 6500000, 0, 1000, 2, 0, 0
3060662, 306, 661, 3060006, 6510000, 0, 1000, 2, 0, 0
3060663, 306, 662, 3060006, 6520000, 0, 1000, 2, 0, 0
3060664, 306, 663, 3060006, 6530000, 0, 1000, 2, 0, 0
3060665, 306, 664, 3060006, 6540000, 0, 1000, 2, 0, 0
3060666, 306, 665, 3060006, 6550000, 0, 1000, 2, 0, 0
3060667, 306, 666, 3060006, 6560000, 0, 1000, 2, 0, 0
3060668, 306, 667, 3060006, 6570000, 0, 1000, 2, 0, 0
3060669, 306, 668, 3060006, 6580000, 0, 1000, 2, 0, 0
3060670, 306, 669, 3060006, 6590000, 0, 1000, 2, 0, 0
3060671, 306, 670, 3060006, 6600000, 0, 1000, 2, 0, 0
3060672, 306, 671, 3060006, 6610000, 0, 1000, 2, 0, 0
3060673, 306, 672, 3060006, 6620000, 0, 1000, 2, 0, 0
3060674, 306, 673, 3060006, 6630000, 0, 1000, 2, 0, 0
3060675, 306, 674, 3060006, 6640000, 0, 1000, 2, 0, 0
3060676, 306, 675, 3060006, 6650000, 0, 1000, 2, 0, 0
3060677, 306, 676, 3060006, 6660000, 0, 1000, 2, 0, 0
3060678, 306, 677, 3060006, 6670000, 0, 1000, 2, 0, 0
3060679, 306, 678, 3060006, 6680000, 0, 1000, 2, 0, 0
3060680, 306, 679, 3060006, 6690000, 0, 1000, 2, 0, 0
3060681, 306, 680, 3060006, 6700000, 0, 1000, 2, 0, 0
3060682, 306, 681, 3060006, 6710000, 0, 1000, 2, 0, 0
3060683, 306, 682, 3060006, 6720000, 0, 1000, 2, 0, 0
3060684, 306, 683, 3060006, 6730000, 0, 1000, 2, 0, 0
3060685, 306, 684, 3060006, 6740000, 0, 1000, 2, 0, 0
3060686, 306, 685, 3060006, 6750000, 0, 1000, 2, 0, 0
3060687, 306, 686, 3060006, 6760000, 0, 1000, 2, 0, 0
3060688, 306, 687, 3060006, 6770000, 0, 1000, 2, 0, 0
3060689, 306, 688, 3060006, 6780000, 0, 1000, 2, 0, 0
3060690, 306, 689, 3060006, 6790000, 0, 1000, 2, 0, 0
3060691, 306, 690, 3060006, 6800000, 0, 1000, 2, 0, 0
3060692, 306, 691, 3060006, 6810000, 0, 1000, 2, 0, 0
3060693, 306, 692, 3060006, 6820000, 0, 1000, 2, 0, 0
3060694, 306, 693, 3060006, 6830000, 0, 1000, 2, 0, 0
3060695, 306, 694, 3060006, 6840000, 0, 1000, 2, 0, 0
3060696, 306, 695, 3060006, 6850000, 0, 1000, 2, 0, 0
3060697, 306, 696, 3060006, 6860000, 0, 1000, 2, 0, 0
3060698, 306, 697, 3060006, 6870000, 0, 1000, 2, 0, 0
3060699, 306, 698, 3060006, 6880000, 0, 1000, 2, 0, 0
3060700, 306, 699, 3060006, 6890000, 0, 1000, 2, 0, 0
3060701, 306, 700, 3060006, 6900000, 0, 1000, 2, 0, 0
3060702, 306, 701, 3060006, 6910000, 0, 1000, 2, 0, 0
3060703, 306, 702, 3060006, 6920000, 0, 1000, 2, 0, 0
3060704, 306, 703, 3060006, 6930000, 0, 1000, 2, 0, 0
3060705, 306, 704, 3060006, 6940000, 0, 1000, 2, 0, 0
3060706, 306, 705, 3060006, 6950000, 0, 1000, 2, 0, 0
3060707, 306, 706, 3060006, 6960000, 0, 1000, 2, 0, 0
3060708, 306, 707, 3060006, 6970000, 0, 1000, 2, 0, 0
3060709, 306, 708, 3060006, 6980000, 0, 1000, 2, 0, 0
3060710, 306, 709, 3060006, 6990000, 0, 1000, 2, 0, 0
3060711, 306, 710, 3060006, 7000000, 0, 1000, 2, 0, 0
3060712, 306, 711, 3060006, 7010000, 0, 1000, 2, 0, 0
3060713, 306, 712, 3060006, 7020000, 0, 1000, 2, 0, 0
3060714, 306, 713, 3060006, 7030000, 0, 1000, 2, 0, 0
3060715, 306, 714, 3060006, 7040000, 0, 1000, 2, 0, 0
3060716, 306, 715, 3060006, 7050000, 0, 1000, 2, 0, 0
3060717, 306, 716, 3060006, 7060000, 0, 1000, 2, 0, 0
3060718, 306, 717, 3060006, 7070000, 0, 1000, 2, 0, 0
3060719, 306, 718, 3060006, 7080000, 0, 1000, 2, 0, 0
3060720, 306, 719, 3060006, 7090000, 0, 1000, 2, 0, 0
3060721, 306, 720, 3060006, 7100000, 0, 1000, 2, 0, 0
3060722, 306, 721, 3060006, 7110000, 0, 1000, 2, 0, 0
3060723, 306, 722, 3060006, 7120000, 0, 1000, 2, 0, 0
3060724, 306, 723, 3060006, 7130000, 0, 1000, 2, 0, 0
3060725, 306, 724, 3060006, 7140000, 0, 1000, 2, 0, 0
3060726, 306, 725, 3060006, 7150000, 0, 1000, 2, 0, 0
3060727, 306, 726, 3060006, 7160000, 0, 1000, 2, 0, 0
3060728, 306, 727, 3060006, 7170000, 0, 1000, 2, 0, 0
3060729, 306, 728, 3060006, 7180000, 0, 1000, 2, 0, 0
3060730, 306, 729, 3060006, 7190000, 0, 1000, 2, 0, 0
3060731, 306, 730, 3060006, 7200000, 0, 1000, 2, 0, 0
3060732, 306, 731, 3060006, 7210000, 0, 1000, 2, 0, 0
3060733, 306, 732, 3060006, 7220000, 0, 1000, 2, 0, 0
3060734, 306, 733, 3060006, 7230000, 0, 1000, 2, 0, 0
3060735, 306, 734, 3060006, 7240000, 0, 1000, 2, 0, 0
3060736, 306, 735, 3060006, 7250000, 0, 1000, 2, 0, 0
3060737, 306, 736, 3060006, 7260000, 0, 1000, 2, 0, 0
3060738, 306, 737, 3060006, 7270000, 0, 1000, 2, 0, 0
3060739, 306, 738, 3060006, 7280000, 0, 1000, 2, 0, 0
3060740, 306, 739, 3060006, 7290000, 0, 1000, 2, 0, 0
3060741, 306, 740, 3060006, 7300000, 0, 1000, 2, 0, 0
3060742, 306, 741, 3060006, 7310000, 0, 1000, 2, 0, 0
3060743, 306, 742, 3060006, 7320000, 0, 1000, 2, 0, 0
3060744, 306, 743, 3060006, 7330000, 0, 1000, 2, 0, 0
3060745, 306, 744, 3060006, 7340000, 0, 1000, 2, 0, 0
3060746, 306, 745, 3060006, 7350000, 0, 1000, 2, 0, 0
3060747, 306, 746, 3060006, 7360000, 0, 1000, 2, 0, 0
3060748, 306, 747, 3060006, 7370000, 0, 1000, 2, 0, 0
3060749, 306, 748, 3060006, 7380000, 0, 1000, 2, 0, 0
3060750, 306, 749, 3060006, 7390000, 0, 1000, 2, 0, 0
3060751, 306, 750, 3060006, 7400000, 0, 1000, 2, 0, 0
3060752, 306, 751, 3060006, 7410000, 0, 1000, 2, 0, 0
3060753, 306, 752, 3060006, 7420000, 0, 1000, 2, 0, 0
3060754, 306, 753, 3060006, 7430000, 0, 1000, 2, 0, 0
3060755, 306, 754, 3060006, 7440000, 0, 1000, 2, 0, 0
3060756, 306, 755, 3060006, 7450000, 0, 1000, 2, 0, 0
3060757, 306, 756, 3060006, 7460000, 0, 1000, 2, 0, 0
3060758, 306, 757, 3060006, 7470000, 0, 1000, 2, 0, 0
3060759, 306, 758, 3060006, 7480000, 0, 1000, 2, 0, 0
3060760, 306, 759, 3060006, 7490000, 0, 1000, 2, 0, 0
3060761, 306, 760, 3060006, 7500000, 0, 1000, 2, 0, 0
3060762, 306, 761, 3060006, 7510000, 0, 1000, 2, 0, 0
3060763, 306, 762, 3060006, 7520000, 0, 1000, 2, 0, 0
3060764, 306, 763, 3060006, 7530000, 0, 1000, 2, 0, 0
3060765, 306, 764, 3060006, 7540000, 0, 1000, 2, 0, 0
3060766, 306, 765, 3060006, 7550000, 0, 1000, 2, 0, 0
3060767, 306, 766, 3060006, 7560000, 0, 1000, 2, 0, 0
3060768, 306, 767, 3060006, 7570000, 0, 1000, 2, 0, 0
3060769, 306, 768, 3060006, 7580000, 0, 1000, 2, 0, 0
3060770, 306, 769, 3060006, 7590000, 0, 1000, 2, 0, 0
3060771, 306, 770, 3060006, 7600000, 0, 1000, 2, 0, 0
3060772, 306, 771, 3060006, 7610000, 0, 1000, 2, 0, 0
3060773, 306, 772, 3060006, 7620000, 0, 1000, 2, 0, 0
3060774, 306, 773, 3060006, 7630000, 0, 1000, 2, 0, 0
3060775, 306, 774, 3060006, 7640000, 0, 1000, 2, 0, 0
3060776, 306, 775, 3060006, 7650000, 0, 1000, 2, 0, 0
