int, int, EMissionType, EMissionCheckType, string, string, string, FP[], int, int
Id, WaveGroup, MissionType, MissionCheckType, IconName, TitleName, Description, Parameters, GivePoint, GiveSpecialPoint
5010009, 501, "Lotto", "Spawn", "Emblem/emblem_grade_4_legend", "mission_title_11", "mission_description_11", "3 | 1", 100
5010010, 501, "Gambling", "Gambling", "Emblem/emblem_gamble_common", "mission_title_12", "mission_description_12", "-1 | 20", "", 1
5010011, 501, "GamblingFailed", "Gambling", "Emblem/emblem_gamble_common", "mission_title_13", "mission_description_13", "-1 | 10", 50
5010012, 501, "GamblingSuccess", "Gambling", "Emblem/emblem_gamble_legend", "mission_title_14", "mission_description_14", "3 | 3", 100
5010013, 501, "GamblingFailed", "Gambling", "Emblem/emblem_gamble_legend", "mission_title_15", "mission_description_15", "3 | 5", "", 1
5010014, 501, "Upgrade", "Upgrade", "Emblem/emblem_mission_challenge", "mission_title_18", "mission_description_18", 2, 100
5020001, 502, "GradeAllFindUnit", "Spawn", "", "mission_title_1", "mission_description_1", "0 | 5", 100
5020002, 502, "GradeAllFindUnit", "Spawn", "", "mission_title_2", "mission_description_2", "1 | 5", 100
5020003, 502, "GradeAllFindUnit", "Spawn", "", "mission_title_3", "mission_description_3", "2 | 5", "", 1
5020004, 502, "GradeOwnUnit", "Spawn", "Emblem/emblem_grade_4_legend", "mission_title_4", "mission_description_4", "3 | 3", "", 2
5020005, 502, "HasPoint", "GivePoint", "icon_resource_coin", "mission_title_5", "mission_description_5", "0 | 1000", 50
5020006, 502, "HasPoint", "GivePoint", "icon_resource_lucky_gem", "mission_title_6", "mission_description_6", "1 | 10", 50
5020007, 502, "Sell", "Sell", "Emblem/emblem_mission_challenge", "mission_title_16", "mission_description_16", 5, 100
5020008, 502, "Lotto", "Spawn", "Emblem/emblem_grade_3_hero", "mission_title_10", "mission_description_10", "2 | 3", 50
5020009, 502, "Lotto", "Spawn", "Emblem/emblem_grade_4_legend", "mission_title_11", "mission_description_11", "3 | 1", 100
5020010, 502, "Gambling", "Gambling", "Emblem/emblem_gamble_common", "mission_title_12", "mission_description_12", "-1 | 20", "", 1
5020011, 502, "GamblingFailed", "Gambling", "Emblem/emblem_gamble_common", "mission_title_13", "mission_description_13", "-1 | 10", 50
5020012, 502, "GamblingSuccess", "Gambling", "Emblem/emblem_gamble_legend", "mission_title_14", "mission_description_14", "3 | 3", 100
5020013, 502, "GamblingFailed", "Gambling", "Emblem/emblem_gamble_legend", "mission_title_15", "mission_description_15", "3 | 5", "", 1
5020014, 502, "Upgrade", "Upgrade", "Emblem/emblem_mission_challenge", "mission_title_18", "mission_description_18", 2, 100
6010001, 601, "GradeAllFindUnit", "Spawn", "", "mission_title_1", "mission_description_1", "0 | 5", 100
6010002, 601, "GradeAllFindUnit", "Spawn", "", "mission_title_2", "mission_description_2", "1 | 5", 100
6010003, 601, "GradeAllFindUnit", "Spawn", "", "mission_title_3", "mission_description_3", "2 | 5", "", 1
6010004, 601, "GradeOwnUnit", "Spawn", "Emblem/emblem_grade_4_legend", "mission_title_4", "mission_description_4", "3 | 3", "", 2
6010005, 601, "HasPoint", "GivePoint", "icon_resource_coin", "mission_title_5", "mission_description_5", "0 | 1000", 50
6010006, 601, "HasPoint", "GivePoint", "icon_resource_lucky_gem", "mission_title_6", "mission_description_6", "1 | 10", 50
6010007, 601, "ChallengeTimeAttack", "Challenge", "Emblem/emblem_mission_challenge", "mission_title_8", "mission_description_8", "10 | 1", 100
6010008, 601, "Sell", "Sell", "Emblem/emblem_mission_challenge", "mission_title_16", "mission_description_16", 5, 100
6010009, 601, "Lotto", "Spawn", "Emblem/emblem_grade_3_hero", "mission_title_10", "mission_description_10", "2 | 3", 50
6010010, 601, "Lotto", "Spawn", "Emblem/emblem_grade_4_legend", "mission_title_11", "mission_description_11", "3 | 1", 100
6010011, 601, "Gambling", "Gambling", "Emblem/emblem_gamble_common", "mission_title_12", "mission_description_12", "-1 | 20", "", 1
6010012, 601, "GamblingFailed", "Gambling", "Emblem/emblem_gamble_common", "mission_title_13", "mission_description_13", "-1 | 10", 50
6010013, 601, "GamblingSuccess", "Gambling", "Emblem/emblem_gamble_legend", "mission_title_14", "mission_description_14", "3 | 3", 100
6010014, 601, "GamblingFailed", "Gambling", "Emblem/emblem_gamble_legend", "mission_title_15", "mission_description_15", "3 | 5", "", 1
6010015, 601, "Dead", "WaveCount", "Emblem/emblem_mission_challenge", "mission_title_9", "mission_description_9", 90, 200
6020001, 602, "GradeAllFindUnit", "Spawn", "", "mission_title_1", "mission_description_1", "0 | 5", 100
6020002, 602, "GradeAllFindUnit", "Spawn", "", "mission_title_2", "mission_description_2", "1 | 5", 100
6020003, 602, "GradeAllFindUnit", "Spawn", "", "mission_title_3", "mission_description_3", "2 | 5", "", 1
6020004, 602, "GradeOwnUnit", "Spawn", "Emblem/emblem_grade_4_legend", "mission_title_4", "mission_description_4", "3 | 3", "", 2
6020005, 602, "Sell", "Sell", "Emblem/emblem_mission_challenge", "mission_title_16", "mission_description_16", 5, 100
6020006, 602, "Lotto", "Spawn", "Emblem/emblem_grade_3_hero", "mission_title_10", "mission_description_10", "2 | 3", 50
6020007, 602, "Lotto", "Spawn", "Emblem/emblem_grade_4_legend", "mission_title_11", "mission_description_11", "3 | 1", 100
6020008, 602, "Gambling", "Gambling", "Emblem/emblem_gamble_common", "mission_title_12", "mission_description_12", "-1 | 20", "", 1
6020009, 602, "GamblingFailed", "Gambling", "Emblem/emblem_gamble_common", "mission_title_13", "mission_description_13", "-1 | 10", 50
6020010, 602, "GamblingSuccess", "Gambling", "Emblem/emblem_gamble_legend", "mission_title_14", "mission_description_14", "3 | 3", 100
6020011, 602, "GamblingFailed", "Gambling", "Emblem/emblem_gamble_legend", "mission_title_15", "mission_description_15", "3 | 5", "", 1
6020012, 602, "Upgrade", "Upgrade", "Emblem/emblem_mission_challenge", "mission_title_18", "mission_description_18", 2, 100
7010001, 701, "GradeAllFindUnit", "Spawn", "", "mission_title_1", "mission_description_1", "0 | 5", 100
7010002, 701, "GradeAllFindUnit", "Spawn", "", "mission_title_2", "mission_description_2", "1 | 5", 100
7010003, 701, "GradeAllFindUnit", "Spawn", "", "mission_title_3", "mission_description_3", "2 | 5", "", 1
7010004, 701, "GradeOwnUnit", "Spawn", "Emblem/emblem_grade_4_legend", "mission_title_4", "mission_description_4", "3 | 3", "", 2
7010005, 701, "Sell", "Sell", "Emblem/emblem_mission_challenge", "mission_title_16", "mission_description_16", 5, 100
7010006, 701, "Lotto", "Spawn", "Emblem/emblem_grade_3_hero", "mission_title_10", "mission_description_10", "2 | 3", 50
7010007, 701, "Lotto", "Spawn", "Emblem/emblem_grade_4_legend", "mission_title_11", "mission_description_11", "3 | 1", 100
7010008, 701, "Gambling", "Gambling", "Emblem/emblem_gamble_common", "mission_title_12", "mission_description_12", "-1 | 20", "", 1
7010009, 701, "GamblingFailed", "Gambling", "Emblem/emblem_gamble_common", "mission_title_13", "mission_description_13", "-1 | 10", 50
7010010, 701, "GamblingSuccess", "Gambling", "Emblem/emblem_gamble_legend", "mission_title_14", "mission_description_14", "3 | 3", 100
7010011, 701, "GamblingFailed", "Gambling", "Emblem/emblem_gamble_legend", "mission_title_15", "mission_description_15", "3 | 5", "", 1
7010012, 701, "Upgrade", "Upgrade", "Emblem/emblem_mission_challenge", "mission_title_18", "mission_description_18", 2, 100
7020001, 702, "GradeAllFindUnit", "Spawn", "", "mission_title_1", "mission_description_1", "0 | 5", 100
7020002, 702, "GradeAllFindUnit", "Spawn", "", "mission_title_2", "mission_description_2", "1 | 5", 100
7020003, 702, "GradeAllFindUnit", "Spawn", "", "mission_title_3", "mission_description_3", "2 | 5", "", 1
7020004, 702, "GradeOwnUnit", "Spawn", "Emblem/emblem_grade_4_legend", "mission_title_4", "mission_description_4", "3 | 3", "", 2
7020005, 702, "Sell", "Sell", "Emblem/emblem_mission_challenge", "mission_title_16", "mission_description_16", 5, 100
7020006, 702, "Lotto", "Spawn", "Emblem/emblem_grade_3_hero", "mission_title_10", "mission_description_10", "2 | 3", 50
7020007, 702, "Lotto", "Spawn", "Emblem/emblem_grade_4_legend", "mission_title_11", "mission_description_11", "3 | 1", 100
7020008, 702, "Gambling", "Gambling", "Emblem/emblem_gamble_common", "mission_title_12", "mission_description_12", "-1 | 20", "", 1
7020009, 702, "GamblingFailed", "Gambling", "Emblem/emblem_gamble_common", "mission_title_13", "mission_description_13", "-1 | 10", 50
7020010, 702, "GamblingSuccess", "Gambling", "Emblem/emblem_gamble_legend", "mission_title_14", "mission_description_14", "3 | 3", 100
7020011, 702, "GamblingFailed", "Gambling", "Emblem/emblem_gamble_legend", "mission_title_15", "mission_description_15", "3 | 5", "", 1
7020012, 702, "Upgrade", "Upgrade", "Emblem/emblem_mission_challenge", "mission_title_18", "mission_description_18", 2, 100
7030001, 703, "GradeAllFindUnit", "Spawn", "", "mission_title_1", "mission_description_1", "0 | 5", 100
7030002, 703, "GradeAllFindUnit", "Spawn", "", "mission_title_2", "mission_description_2", "1 | 5", 100
7030003, 703, "GradeAllFindUnit", "Spawn", "", "mission_title_3", "mission_description_3", "2 | 5", "", 1
7030004, 703, "GradeOwnUnit", "Spawn", "Emblem/emblem_grade_4_legend", "mission_title_4", "mission_description_4", "3 | 3", "", 2
7030005, 703, "Sell", "Sell", "Emblem/emblem_mission_challenge", "mission_title_16", "mission_description_16", 5, 100
7030006, 703, "Lotto", "Spawn", "Emblem/emblem_grade_3_hero", "mission_title_10", "mission_description_10", "2 | 3", 50
7030007, 703, "Lotto", "Spawn", "Emblem/emblem_grade_4_legend", "mission_title_11", "mission_description_11", "3 | 1", 100
7030008, 703, "Gambling", "Gambling", "Emblem/emblem_gamble_common", "mission_title_12", "mission_description_12", "-1 | 20", "", 1
7030009, 703, "GamblingFailed", "Gambling", "Emblem/emblem_gamble_common", "mission_title_13", "mission_description_13", "-1 | 10", 50
7030010, 703, "GamblingSuccess", "Gambling", "Emblem/emblem_gamble_legend", "mission_title_14", "mission_description_14", "3 | 3", 100
7030011, 703, "GamblingFailed", "Gambling", "Emblem/emblem_gamble_legend", "mission_title_15", "mission_description_15", "3 | 5", "", 1
7030012, 703, "Upgrade", "Upgrade", "Emblem/emblem_mission_challenge", "mission_title_18", "mission_description_18", 2, 100
7040001, 704, "GradeAllFindUnit", "Spawn", "", "mission_title_1", "mission_description_1", "0 | 5", 100
7040002, 704, "GradeAllFindUnit", "Spawn", "", "mission_title_2", "mission_description_2", "1 | 5", 100
7040003, 704, "GradeAllFindUnit", "Spawn", "", "mission_title_3", "mission_description_3", "2 | 5", "", 1
7040004, 704, "GradeOwnUnit", "Spawn", "Emblem/emblem_grade_4_legend", "mission_title_4", "mission_description_4", "3 | 3", "", 2
7040005, 704, "Sell", "Sell", "Emblem/emblem_mission_challenge", "mission_title_16", "mission_description_16", 5, 100
7040006, 704, "Lotto", "Spawn", "Emblem/emblem_grade_3_hero", "mission_title_10", "mission_description_10", "2 | 3", 50
7040007, 704, "Lotto", "Spawn", "Emblem/emblem_grade_4_legend", "mission_title_11", "mission_description_11", "3 | 1", 100
7040008, 704, "Gambling", "Gambling", "Emblem/emblem_gamble_common", "mission_title_12", "mission_description_12", "-1 | 20", "", 1
7040009, 704, "GamblingFailed", "Gambling", "Emblem/emblem_gamble_common", "mission_title_13", "mission_description_13", "-1 | 10", 50
7040010, 704, "GamblingSuccess", "Gambling", "Emblem/emblem_gamble_legend", "mission_title_14", "mission_description_14", "3 | 3", 100
7040011, 704, "GamblingFailed", "Gambling", "Emblem/emblem_gamble_legend", "mission_title_15", "mission_description_15", "3 | 5", "", 1
7040012, 704, "Upgrade", "Upgrade", "Emblem/emblem_mission_challenge", "mission_title_18", "mission_description_18", 2, 100
