int, int, int, EQuest, string, int, int, bool, TableReward
10040501, 1004, "", "TryWish", "quest_TryWish_luckycarnival", 0, 5, "FALSE", "16, 10, 10"
10040502, 1004, "", "TryWish", "quest_TryWish_luckycarnival", 1, 10, "FALSE", "16, 15, 15"
10040503, 1004, "", "TryWish", "quest_TryWish_luckycarnival", 2, 15, "FALSE", "16, 20, 20"
10040504, 1004, "", "TryWish", "quest_TryWish_luckycarnival", 3, 20, "FALSE", "16, 25, 25"
10040505, 1004, "", "TryWish", "quest_TryWish_luckycarnival", 4, 25, "FALSE", "16, 30, 30"
10040506, 1004, "", "TryWish", "quest_TryWish_luckycarnival", 5, 30, "FALSE", "16, 35, 35"
10040507, 1004, "", "TryWish", "quest_TryWish_luckycarnival", 6, 35, "FALSE", "16, 50, 50"
10040601, 1004, "", "SpawnMythicalUnit", "quest_achievement_SpawnMythicalUnit", 0, 50, "FALSE", "16, 10, 10"
10040602, 1004, "", "SpawnMythicalUnit", "quest_achievement_SpawnMythicalUnit", 1, 100, "FALSE", "16, 15, 15"
10040603, 1004, "", "SpawnMythicalUnit", "quest_achievement_SpawnMythicalUnit", 2, 150, "FALSE", "16, 20, 20"
10040604, 1004, "", "SpawnMythicalUnit", "quest_achievement_SpawnMythicalUnit", 3, 200, "FALSE", "16, 25, 25"
10040605, 1004, "", "SpawnMythicalUnit", "quest_achievement_SpawnMythicalUnit", 4, 250, "FALSE", "16, 30, 30"
10040606, 1004, "", "SpawnMythicalUnit", "quest_achievement_SpawnMythicalUnit", 5, 300, "FALSE", "16, 35, 35"
10040607, 1004, "", "SpawnMythicalUnit", "quest_achievement_SpawnMythicalUnit", 6, 350, "FALSE", "16, 50, 50"
10040701, 1004, "", "CompleteDailyQuest", "quest_CompleteDailyQuest", 0, 1, "FALSE", "16, 10, 10"
10040702, 1004, "", "CompleteDailyQuest", "quest_CompleteDailyQuest", 1, 2, "FALSE", "16, 15, 15"
10040703, 1004, "", "CompleteDailyQuest", "quest_CompleteDailyQuest", 2, 3, "FALSE", "16, 20, 20"
10040704, 1004, "", "CompleteDailyQuest", "quest_CompleteDailyQuest", 3, 4, "FALSE", "16, 25, 25"
10040705, 1004, "", "CompleteDailyQuest", "quest_CompleteDailyQuest", 4, 5, "FALSE", "16, 30, 30"
10040706, 1004, "", "CompleteDailyQuest", "quest_CompleteDailyQuest", 5, 6, "FALSE", "16, 35, 35"
10040707, 1004, "", "CompleteDailyQuest", "quest_CompleteDailyQuest", 6, 7, "FALSE", "16, 50, 50"
10040801, 1004, "", "TryRecruit", "quest_daily_TryRecruit", 0, 10, "FALSE", "16, 10, 10"
10040802, 1004, "", "TryRecruit", "quest_daily_TryRecruit", 1, 20, "FALSE", "16, 15, 15"
10040803, 1004, "", "TryRecruit", "quest_daily_TryRecruit", 2, 30, "FALSE", "16, 20, 20"
10040804, 1004, "", "TryRecruit", "quest_daily_TryRecruit", 3, 40, "FALSE", "16, 25, 25"
10040805, 1004, "", "TryRecruit", "quest_daily_TryRecruit", 4, 50, "FALSE", "16, 30, 30"
10040806, 1004, "", "TryRecruit", "quest_daily_TryRecruit", 5, 60, "FALSE", "16, 35, 35"
10040807, 1004, "", "TryRecruit", "quest_daily_TryRecruit", 6, 70, "FALSE", "16, 50, 50"
10040901, 1004, "", "TryGiveRelic", "quest_TryGiveRelic", 0, 3, "FALSE", "16, 10, 10"
10040902, 1004, "", "TryGiveRelic", "quest_TryGiveRelic", 1, 6, "FALSE", "16, 15, 15"
10040903, 1004, "", "TryGiveRelic", "quest_TryGiveRelic", 2, 9, "FALSE", "16, 20, 20"
10040904, 1004, "", "TryGiveRelic", "quest_TryGiveRelic", 3, 12, "FALSE", "16, 25, 25"
10040905, 1004, "", "TryGiveRelic", "quest_TryGiveRelic", 4, 15, "FALSE", "16, 30, 30"
10040906, 1004, "", "TryGiveRelic", "quest_TryGiveRelic", 5, 18, "FALSE", "16, 35, 35"
10040907, 1004, "", "TryGiveRelic", "quest_TryGiveRelic", 6, 21, "FALSE", "16, 50, 50"
10041001, 1004, "", "HighContribution", "quest_HighContribution", 0, 3, "FALSE", "16, 10, 10"
10041002, 1004, "", "HighContribution", "quest_HighContribution", 1, 6, "FALSE", "16, 15, 15"
10041003, 1004, "", "HighContribution", "quest_HighContribution", 2, 9, "FALSE", "16, 20, 20"
10041004, 1004, "", "HighContribution", "quest_HighContribution", 3, 12, "FALSE", "16, 25, 25"
10041005, 1004, "", "HighContribution", "quest_HighContribution", 4, 15, "FALSE", "16, 30, 30"
10041006, 1004, "", "HighContribution", "quest_HighContribution", 5, 18, "FALSE", "16, 35, 35"
10041007, 1004, "", "HighContribution", "quest_HighContribution", 6, 21, "FALSE", "16, 50, 50"
10050101, 1005, "", "Login", "quest_daily_Login", 0, 1, "FALSE", "17, 10, 10"
10050102, 1005, "", "Login", "quest_daily_Login", 1, 2, "FALSE", "17, 15, 15"
10050103, 1005, "", "Login", "quest_daily_Login", 2, 3, "FALSE", "17, 20, 20"
10050104, 1005, "", "Login", "quest_daily_Login", 3, 4, "FALSE", "17, 25, 25"
10050105, 1005, "", "Login", "quest_daily_Login", 4, 5, "FALSE", "17, 30, 30"
10050106, 1005, "", "Login", "quest_daily_Login", 5, 6, "FALSE", "17, 35, 35"
10050107, 1005, "", "Login", "quest_daily_Login", 6, 7, "FALSE", "17, 50, 50"
10050201, 1005, "", "PayStamina", "profile_desc_3", 0, 30, "FALSE", "17, 10, 10"
10050202, 1005, "", "PayStamina", "profile_desc_3", 1, 60, "FALSE", "17, 15, 15"
10050203, 1005, "", "PayStamina", "profile_desc_3", 2, 90, "FALSE", "17, 20, 20"
10050204, 1005, "", "PayStamina", "profile_desc_3", 3, 120, "FALSE", "17, 25, 25"
10050205, 1005, "", "PayStamina", "profile_desc_3", 4, 150, "FALSE", "17, 30, 30"
10050206, 1005, "", "PayStamina", "profile_desc_3", 5, 180, "FALSE", "17, 35, 35"
10050207, 1005, "", "PayStamina", "profile_desc_3", 6, 210, "FALSE", "17, 50, 50"
10050301, 1005, "", "TryGivePet", "quest_daily_TryGivePet", 0, 50, "FALSE", "17, 10, 10"
10050302, 1005, "", "TryGivePet", "quest_daily_TryGivePet", 1, 100, "FALSE", "17, 15, 15"
10050303, 1005, "", "TryGivePet", "quest_daily_TryGivePet", 2, 150, "FALSE", "17, 20, 20"
10050304, 1005, "", "TryGivePet", "quest_daily_TryGivePet", 3, 200, "FALSE", "17, 25, 25"
10050305, 1005, "", "TryGivePet", "quest_daily_TryGivePet", 4, 250, "FALSE", "17, 30, 30"
10050306, 1005, "", "TryGivePet", "quest_daily_TryGivePet", 5, 300, "FALSE", "17, 35, 35"
10050307, 1005, "", "TryGivePet", "quest_daily_TryGivePet", 6, 350, "FALSE", "17, 50, 50"
10050401, 1005, "", "WithFriend", "profile_desc_12", 0, 3, "FALSE", "17, 10, 10"
10050402, 1005, "", "WithFriend", "profile_desc_12", 1, 6, "FALSE", "17, 15, 15"
10050403, 1005, "", "WithFriend", "profile_desc_12", 2, 9, "FALSE", "17, 20, 20"
10050404, 1005, "", "WithFriend", "profile_desc_12", 3, 12, "FALSE", "17, 25, 25"
10050405, 1005, "", "WithFriend", "profile_desc_12", 4, 15, "FALSE", "17, 30, 30"
10050406, 1005, "", "WithFriend", "profile_desc_12", 5, 18, "FALSE", "17, 35, 35"
10050407, 1005, "", "WithFriend", "profile_desc_12", 6, 21, "FALSE", "17, 50, 50"
10050501, 1005, "", "TryWish", "quest_TryWish_petpicnic", 0, 5, "FALSE", "17, 10, 10"
10050502, 1005, "", "TryWish", "quest_TryWish_petpicnic", 1, 10, "FALSE", "17, 15, 15"
10050503, 1005, "", "TryWish", "quest_TryWish_petpicnic", 2, 15, "FALSE", "17, 20, 20"
10050504, 1005, "", "TryWish", "quest_TryWish_petpicnic", 3, 20, "FALSE", "17, 25, 25"
10050505, 1005, "", "TryWish", "quest_TryWish_petpicnic", 4, 25, "FALSE", "17, 30, 30"
10050506, 1005, "", "TryWish", "quest_TryWish_petpicnic", 5, 30, "FALSE", "17, 35, 35"
10050507, 1005, "", "TryWish", "quest_TryWish_petpicnic", 6, 35, "FALSE", "17, 50, 50"
10050601, 1005, "", "SpawnMythicalUnit", "quest_achievement_SpawnMythicalUnit", 0, 50, "FALSE", "17, 10, 10"
10050602, 1005, "", "SpawnMythicalUnit", "quest_achievement_SpawnMythicalUnit", 1, 100, "FALSE", "17, 15, 15"
10050603, 1005, "", "SpawnMythicalUnit", "quest_achievement_SpawnMythicalUnit", 2, 150, "FALSE", "17, 20, 20"
10050604, 1005, "", "SpawnMythicalUnit", "quest_achievement_SpawnMythicalUnit", 3, 200, "FALSE", "17, 25, 25"
10050605, 1005, "", "SpawnMythicalUnit", "quest_achievement_SpawnMythicalUnit", 4, 250, "FALSE", "17, 30, 30"
10050606, 1005, "", "SpawnMythicalUnit", "quest_achievement_SpawnMythicalUnit", 5, 300, "FALSE", "17, 35, 35"
10050607, 1005, "", "SpawnMythicalUnit", "quest_achievement_SpawnMythicalUnit", 6, 350, "FALSE", "17, 50, 50"
10050701, 1005, "", "CompleteDailyQuest", "quest_CompleteDailyQuest", 0, 1, "FALSE", "17, 10, 10"
10050702, 1005, "", "CompleteDailyQuest", "quest_CompleteDailyQuest", 1, 2, "FALSE", "17, 15, 15"
10050703, 1005, "", "CompleteDailyQuest", "quest_CompleteDailyQuest", 2, 3, "FALSE", "17, 20, 20"
10050704, 1005, "", "CompleteDailyQuest", "quest_CompleteDailyQuest", 3, 4, "FALSE", "17, 25, 25"
10050705, 1005, "", "CompleteDailyQuest", "quest_CompleteDailyQuest", 4, 5, "FALSE", "17, 30, 30"
10050706, 1005, "", "CompleteDailyQuest", "quest_CompleteDailyQuest", 5, 6, "FALSE", "17, 35, 35"
10050707, 1005, "", "CompleteDailyQuest", "quest_CompleteDailyQuest", 6, 7, "FALSE", "17, 50, 50"
10050801, 1005, "", "TryRecruit", "quest_daily_TryRecruit", 0, 10, "FALSE", "17, 10, 10"
10050802, 1005, "", "TryRecruit", "quest_daily_TryRecruit", 1, 20, "FALSE", "17, 15, 15"
10050803, 1005, "", "TryRecruit", "quest_daily_TryRecruit", 2, 30, "FALSE", "17, 20, 20"
10050804, 1005, "", "TryRecruit", "quest_daily_TryRecruit", 3, 40, "FALSE", "17, 25, 25"
10050805, 1005, "", "TryRecruit", "quest_daily_TryRecruit", 4, 50, "FALSE", "17, 30, 30"
10050806, 1005, "", "TryRecruit", "quest_daily_TryRecruit", 5, 60, "FALSE", "17, 35, 35"
10050807, 1005, "", "TryRecruit", "quest_daily_TryRecruit", 6, 70, "FALSE", "17, 50, 50"
10050901, 1005, "", "TryGiveRelic", "quest_TryGiveRelic", 0, 3, "FALSE", "17, 10, 10"
10050902, 1005, "", "TryGiveRelic", "quest_TryGiveRelic", 1, 6, "FALSE", "17, 15, 15"
10050903, 1005, "", "TryGiveRelic", "quest_TryGiveRelic", 2, 9, "FALSE", "17, 20, 20"
10050904, 1005, "", "TryGiveRelic", "quest_TryGiveRelic", 3, 12, "FALSE", "17, 25, 25"
10050905, 1005, "", "TryGiveRelic", "quest_TryGiveRelic", 4, 15, "FALSE", "17, 30, 30"
10050906, 1005, "", "TryGiveRelic", "quest_TryGiveRelic", 5, 18, "FALSE", "17, 35, 35"
10050907, 1005, "", "TryGiveRelic", "quest_TryGiveRelic", 6, 21, "FALSE", "17, 50, 50"
10051001, 1005, "", "HighContribution", "quest_HighContribution", 0, 3, "FALSE", "17, 10, 10"
10051002, 1005, "", "HighContribution", "quest_HighContribution", 1, 6, "FALSE", "17, 15, 15"
10051003, 1005, "", "HighContribution", "quest_HighContribution", 2, 9, "FALSE", "17, 20, 20"
10051004, 1005, "", "HighContribution", "quest_HighContribution", 3, 12, "FALSE", "17, 25, 25"
10051005, 1005, "", "HighContribution", "quest_HighContribution", 4, 15, "FALSE", "17, 30, 30"
10051006, 1005, "", "HighContribution", "quest_HighContribution", 5, 18, "FALSE", "17, 35, 35"
10051007, 1005, "", "HighContribution", "quest_HighContribution", 6, 21, "FALSE", "17, 50, 50"
10060101, 1006, "", "Login", "quest_daily_Login", 0, 1, "FALSE", "18, 10, 10"
10060102, 1006, "", "Login", "quest_daily_Login", 1, 2, "FALSE", "18, 15, 15"
10060103, 1006, "", "Login", "quest_daily_Login", 2, 3, "FALSE", "18, 20, 20"
10060104, 1006, "", "Login", "quest_daily_Login", 3, 4, "FALSE", "18, 25, 25"
10060105, 1006, "", "Login", "quest_daily_Login", 4, 5, "FALSE", "18, 30, 30"
10060106, 1006, "", "Login", "quest_daily_Login", 5, 6, "FALSE", "18, 35, 35"
10060107, 1006, "", "Login", "quest_daily_Login", 6, 7, "FALSE", "18, 50, 50"
10060201, 1006, "", "PayStamina", "profile_desc_3", 0, 30, "FALSE", "18, 10, 10"
10060202, 1006, "", "PayStamina", "profile_desc_3", 1, 60, "FALSE", "18, 15, 15"
10060203, 1006, "", "PayStamina", "profile_desc_3", 2, 90, "FALSE", "18, 20, 20"
10060204, 1006, "", "PayStamina", "profile_desc_3", 3, 120, "FALSE", "18, 25, 25"
10060205, 1006, "", "PayStamina", "profile_desc_3", 4, 150, "FALSE", "18, 30, 30"
10060206, 1006, "", "PayStamina", "profile_desc_3", 5, 180, "FALSE", "18, 35, 35"
10060207, 1006, "", "PayStamina", "profile_desc_3", 6, 210, "FALSE", "18, 50, 50"
10060301, 1006, "", "KillEventMonster", "quest_KillEventMonster_anniversary1st", 0, 10, "FALSE", "18, 10, 10"
10060302, 1006, "", "KillEventMonster", "quest_KillEventMonster_anniversary1st", 1, 20, "FALSE", "18, 15, 15"
10060303, 1006, "", "KillEventMonster", "quest_KillEventMonster_anniversary1st", 2, 30, "FALSE", "18, 20, 20"
10060304, 1006, "", "KillEventMonster", "quest_KillEventMonster_anniversary1st", 3, 40, "FALSE", "18, 25, 25"
10060305, 1006, "", "KillEventMonster", "quest_KillEventMonster_anniversary1st", 4, 50, "FALSE", "18, 30, 30"
10060306, 1006, "", "KillEventMonster", "quest_KillEventMonster_anniversary1st", 5, 60, "FALSE", "18, 35, 35"
10060307, 1006, "", "KillEventMonster", "quest_KillEventMonster_anniversary1st", 6, 70, "FALSE", "18, 50, 50"
10060401, 1006, "", "WithFriend", "profile_desc_12", 0, 3, "FALSE", "18, 10, 10"
10060402, 1006, "", "WithFriend", "profile_desc_12", 1, 6, "FALSE", "18, 15, 15"
10060403, 1006, "", "WithFriend", "profile_desc_12", 2, 9, "FALSE", "18, 20, 20"
10060404, 1006, "", "WithFriend", "profile_desc_12", 3, 12, "FALSE", "18, 25, 25"
10060405, 1006, "", "WithFriend", "profile_desc_12", 4, 15, "FALSE", "18, 30, 30"
10060406, 1006, "", "WithFriend", "profile_desc_12", 5, 18, "FALSE", "18, 35, 35"
10060407, 1006, "", "WithFriend", "profile_desc_12", 6, 21, "FALSE", "18, 50, 50"
10060501, 1006, "", "TryWish", "quest_TryWish_anniversary1st", 0, 5, "FALSE", "18, 10, 10"
10060502, 1006, "", "TryWish", "quest_TryWish_anniversary1st", 1, 10, "FALSE", "18, 15, 15"
10060503, 1006, "", "TryWish", "quest_TryWish_anniversary1st", 2, 15, "FALSE", "18, 20, 20"
10060504, 1006, "", "TryWish", "quest_TryWish_anniversary1st", 3, 20, "FALSE", "18, 25, 25"
10060505, 1006, "", "TryWish", "quest_TryWish_anniversary1st", 4, 25, "FALSE", "18, 30, 30"
10060506, 1006, "", "TryWish", "quest_TryWish_anniversary1st", 5, 30, "FALSE", "18, 35, 35"
10060507, 1006, "", "TryWish", "quest_TryWish_anniversary1st", 6, 35, "FALSE", "18, 50, 50"
10060601, 1006, "", "SpawnMythicalUnit", "quest_achievement_SpawnMythicalUnit", 0, 50, "FALSE", "18, 10, 10"
10060602, 1006, "", "SpawnMythicalUnit", "quest_achievement_SpawnMythicalUnit", 1, 100, "FALSE", "18, 15, 15"
10060603, 1006, "", "SpawnMythicalUnit", "quest_achievement_SpawnMythicalUnit", 2, 150, "FALSE", "18, 20, 20"
10060604, 1006, "", "SpawnMythicalUnit", "quest_achievement_SpawnMythicalUnit", 3, 200, "FALSE", "18, 25, 25"
10060605, 1006, "", "SpawnMythicalUnit", "quest_achievement_SpawnMythicalUnit", 4, 250, "FALSE", "18, 30, 30"
10060606, 1006, "", "SpawnMythicalUnit", "quest_achievement_SpawnMythicalUnit", 5, 300, "FALSE", "18, 35, 35"
10060607, 1006, "", "SpawnMythicalUnit", "quest_achievement_SpawnMythicalUnit", 6, 350, "FALSE", "18, 50, 50"
10060701, 1006, "", "CompleteDailyQuest", "quest_CompleteDailyQuest", 0, 1, "FALSE", "18, 10, 10"
10060702, 1006, "", "CompleteDailyQuest", "quest_CompleteDailyQuest", 1, 2, "FALSE", "18, 15, 15"
10060703, 1006, "", "CompleteDailyQuest", "quest_CompleteDailyQuest", 2, 3, "FALSE", "18, 20, 20"
10060704, 1006, "", "CompleteDailyQuest", "quest_CompleteDailyQuest", 3, 4, "FALSE", "18, 25, 25"
10060705, 1006, "", "CompleteDailyQuest", "quest_CompleteDailyQuest", 4, 5, "FALSE", "18, 30, 30"
10060706, 1006, "", "CompleteDailyQuest", "quest_CompleteDailyQuest", 5, 6, "FALSE", "18, 35, 35"
10060707, 1006, "", "CompleteDailyQuest", "quest_CompleteDailyQuest", 6, 7, "FALSE", "18, 50, 50"
10060801, 1006, "", "TryRecruit", "quest_daily_TryRecruit", 0, 10, "FALSE", "18, 10, 10"
10060802, 1006, "", "TryRecruit", "quest_daily_TryRecruit", 1, 20, "FALSE", "18, 15, 15"
10060803, 1006, "", "TryRecruit", "quest_daily_TryRecruit", 2, 30, "FALSE", "18, 20, 20"
10060804, 1006, "", "TryRecruit", "quest_daily_TryRecruit", 3, 40, "FALSE", "18, 25, 25"
10060805, 1006, "", "TryRecruit", "quest_daily_TryRecruit", 4, 50, "FALSE", "18, 30, 30"
10060806, 1006, "", "TryRecruit", "quest_daily_TryRecruit", 5, 60, "FALSE", "18, 35, 35"
10060807, 1006, "", "TryRecruit", "quest_daily_TryRecruit", 6, 70, "FALSE", "18, 50, 50"
10060901, 1006, "", "TryGiveRelic", "quest_TryGiveRelic", 0, 3, "FALSE", "18, 10, 10"
10060902, 1006, "", "TryGiveRelic", "quest_TryGiveRelic", 1, 6, "FALSE", "18, 15, 15"
10060903, 1006, "", "TryGiveRelic", "quest_TryGiveRelic", 2, 9, "FALSE", "18, 20, 20"
10060904, 1006, "", "TryGiveRelic", "quest_TryGiveRelic", 3, 12, "FALSE", "18, 25, 25"
10060905, 1006, "", "TryGiveRelic", "quest_TryGiveRelic", 4, 15, "FALSE", "18, 30, 30"
10060906, 1006, "", "TryGiveRelic", "quest_TryGiveRelic", 5, 18, "FALSE", "18, 35, 35"
10060907, 1006, "", "TryGiveRelic", "quest_TryGiveRelic", 6, 21, "FALSE", "18, 50, 50"
10061001, 1006, "", "HighContribution", "quest_HighContribution", 0, 3, "FALSE", "18, 10, 10"
10061002, 1006, "", "HighContribution", "quest_HighContribution", 1, 6, "FALSE", "18, 15, 15"
10061003, 1006, "", "HighContribution", "quest_HighContribution", 2, 9, "FALSE", "18, 20, 20"
10061004, 1006, "", "HighContribution", "quest_HighContribution", 3, 12, "FALSE", "18, 25, 25"
10061005, 1006, "", "HighContribution", "quest_HighContribution", 4, 15, "FALSE", "18, 30, 30"
10061006, 1006, "", "HighContribution", "quest_HighContribution", 5, 18, "FALSE", "18, 35, 35"
10061007, 1006, "", "HighContribution", "quest_HighContribution", 6, 21, "FALSE", "18, 50, 50"
10070101, 1007, "", "Login", "quest_daily_Login", 0, 1, "FALSE", "20, 10, 10"
10070102, 1007, "", "Login", "quest_daily_Login", 1, 2, "FALSE", "20, 15, 15"
10070103, 1007, "", "Login", "quest_daily_Login", 2, 3, "FALSE", "20, 20, 20"
10070104, 1007, "", "Login", "quest_daily_Login", 3, 4, "FALSE", "20, 25, 25"
10070105, 1007, "", "Login", "quest_daily_Login", 4, 5, "FALSE", "20, 30, 30"
10070106, 1007, "", "Login", "quest_daily_Login", 5, 6, "FALSE", "20, 35, 35"
10070107, 1007, "", "Login", "quest_daily_Login", 6, 7, "FALSE", "20, 50, 50"
10070201, 1007, "", "PayStamina", "profile_desc_3", 0, 30, "FALSE", "20, 10, 10"
10070202, 1007, "", "PayStamina", "profile_desc_3", 1, 60, "FALSE", "20, 15, 15"
10070203, 1007, "", "PayStamina", "profile_desc_3", 2, 90, "FALSE", "20, 20, 20"
10070204, 1007, "", "PayStamina", "profile_desc_3", 3, 120, "FALSE", "20, 25, 25"
10070205, 1007, "", "PayStamina", "profile_desc_3", 4, 150, "FALSE", "20, 30, 30"
10070206, 1007, "", "PayStamina", "profile_desc_3", 5, 180, "FALSE", "20, 35, 35"
10070207, 1007, "", "PayStamina", "profile_desc_3", 6, 210, "FALSE", "20, 50, 50"
10070301, 1007, "", "KillEventMonster", "quest_KillEventMonster_summer", 0, 10, "FALSE", "20, 10, 10"
10070302, 1007, "", "KillEventMonster", "quest_KillEventMonster_summer", 1, 20, "FALSE", "20, 15, 15"
10070303, 1007, "", "KillEventMonster", "quest_KillEventMonster_summer", 2, 30, "FALSE", "20, 20, 20"
10070304, 1007, "", "KillEventMonster", "quest_KillEventMonster_summer", 3, 40, "FALSE", "20, 25, 25"
10070305, 1007, "", "KillEventMonster", "quest_KillEventMonster_summer", 4, 50, "FALSE", "20, 30, 30"
10070306, 1007, "", "KillEventMonster", "quest_KillEventMonster_summer", 5, 60, "FALSE", "20, 35, 35"
10070307, 1007, "", "KillEventMonster", "quest_KillEventMonster_summer", 6, 70, "FALSE", "20, 50, 50"
10070401, 1007, "", "WithFriend", "profile_desc_12", 0, 3, "FALSE", "20, 10, 10"
10070402, 1007, "", "WithFriend", "profile_desc_12", 1, 6, "FALSE", "20, 15, 15"
10070403, 1007, "", "WithFriend", "profile_desc_12", 2, 9, "FALSE", "20, 20, 20"
10070404, 1007, "", "WithFriend", "profile_desc_12", 3, 12, "FALSE", "20, 25, 25"
10070405, 1007, "", "WithFriend", "profile_desc_12", 4, 15, "FALSE", "20, 30, 30"
10070406, 1007, "", "WithFriend", "profile_desc_12", 5, 18, "FALSE", "20, 35, 35"
10070407, 1007, "", "WithFriend", "profile_desc_12", 6, 21, "FALSE", "20, 50, 50"
10070501, 1007, "", "TryWish", "quest_TryWish_summer", 0, 5, "FALSE", "20, 10, 10"
10070502, 1007, "", "TryWish", "quest_TryWish_summer", 1, 10, "FALSE", "20, 15, 15"
10070503, 1007, "", "TryWish", "quest_TryWish_summer", 2, 15, "FALSE", "20, 20, 20"
10070504, 1007, "", "TryWish", "quest_TryWish_summer", 3, 20, "FALSE", "20, 25, 25"
10070505, 1007, "", "TryWish", "quest_TryWish_summer", 4, 25, "FALSE", "20, 30, 30"
10070506, 1007, "", "TryWish", "quest_TryWish_summer", 5, 30, "FALSE", "20, 35, 35"
10070507, 1007, "", "TryWish", "quest_TryWish_summer", 6, 35, "FALSE", "20, 50, 50"
10070601, 1007, "", "SpawnMythicalUnit", "quest_achievement_SpawnMythicalUnit", 0, 50, "FALSE", "20, 10, 10"
10070602, 1007, "", "SpawnMythicalUnit", "quest_achievement_SpawnMythicalUnit", 1, 100, "FALSE", "20, 15, 15"
10070603, 1007, "", "SpawnMythicalUnit", "quest_achievement_SpawnMythicalUnit", 2, 150, "FALSE", "20, 20, 20"
10070604, 1007, "", "SpawnMythicalUnit", "quest_achievement_SpawnMythicalUnit", 3, 200, "FALSE", "20, 25, 25"
10070605, 1007, "", "SpawnMythicalUnit", "quest_achievement_SpawnMythicalUnit", 4, 250, "FALSE", "20, 30, 30"
10070606, 1007, "", "SpawnMythicalUnit", "quest_achievement_SpawnMythicalUnit", 5, 300, "FALSE", "20, 35, 35"
10070607, 1007, "", "SpawnMythicalUnit", "quest_achievement_SpawnMythicalUnit", 6, 350, "FALSE", "20, 50, 50"
10070701, 1007, "", "CompleteDailyQuest", "quest_CompleteDailyQuest", 0, 1, "FALSE", "20, 10, 10"
10070702, 1007, "", "CompleteDailyQuest", "quest_CompleteDailyQuest", 1, 2, "FALSE", "20, 15, 15"
10070703, 1007, "", "CompleteDailyQuest", "quest_CompleteDailyQuest", 2, 3, "FALSE", "20, 20, 20"
10070704, 1007, "", "CompleteDailyQuest", "quest_CompleteDailyQuest", 3, 4, "FALSE", "20, 25, 25"
10070705, 1007, "", "CompleteDailyQuest", "quest_CompleteDailyQuest", 4, 5, "FALSE", "20, 30, 30"
10070706, 1007, "", "CompleteDailyQuest", "quest_CompleteDailyQuest", 5, 6, "FALSE", "20, 35, 35"
10070707, 1007, "", "CompleteDailyQuest", "quest_CompleteDailyQuest", 6, 7, "FALSE", "20, 50, 50"
10070801, 1007, "", "TryRecruit", "quest_daily_TryRecruit", 0, 10, "FALSE", "20, 10, 10"
10070802, 1007, "", "TryRecruit", "quest_daily_TryRecruit", 1, 20, "FALSE", "20, 15, 15"
10070803, 1007, "", "TryRecruit", "quest_daily_TryRecruit", 2, 30, "FALSE", "20, 20, 20"
10070804, 1007, "", "TryRecruit", "quest_daily_TryRecruit", 3, 40, "FALSE", "20, 25, 25"
10070805, 1007, "", "TryRecruit", "quest_daily_TryRecruit", 4, 50, "FALSE", "20, 30, 30"
10070806, 1007, "", "TryRecruit", "quest_daily_TryRecruit", 5, 60, "FALSE", "20, 35, 35"
10070807, 1007, "", "TryRecruit", "quest_daily_TryRecruit", 6, 70, "FALSE", "20, 50, 50"
10070901, 1007, "", "TryGiveRelic", "quest_TryGiveRelic", 0, 3, "FALSE", "20, 10, 10"
10070902, 1007, "", "TryGiveRelic", "quest_TryGiveRelic", 1, 6, "FALSE", "20, 15, 15"
10070903, 1007, "", "TryGiveRelic", "quest_TryGiveRelic", 2, 9, "FALSE", "20, 20, 20"
10070904, 1007, "", "TryGiveRelic", "quest_TryGiveRelic", 3, 12, "FALSE", "20, 25, 25"
10070905, 1007, "", "TryGiveRelic", "quest_TryGiveRelic", 4, 15, "FALSE", "20, 30, 30"
10070906, 1007, "", "TryGiveRelic", "quest_TryGiveRelic", 5, 18, "FALSE", "20, 35, 35"
10070907, 1007, "", "TryGiveRelic", "quest_TryGiveRelic", 6, 21, "FALSE", "20, 50, 50"
10071001, 1007, "", "HighContribution", "quest_HighContribution", 0, 3, "FALSE", "20, 10, 10"
10071002, 1007, "", "HighContribution", "quest_HighContribution", 1, 6, "FALSE", "20, 15, 15"
10071003, 1007, "", "HighContribution", "quest_HighContribution", 2, 9, "FALSE", "20, 20, 20"
10071004, 1007, "", "HighContribution", "quest_HighContribution", 3, 12, "FALSE", "20, 25, 25"
10071005, 1007, "", "HighContribution", "quest_HighContribution", 4, 15, "FALSE", "20, 30, 30"
10071006, 1007, "", "HighContribution", "quest_HighContribution", 5, 18, "FALSE", "20, 35, 35"
10071007, 1007, "", "HighContribution", "quest_HighContribution", 6, 21, "FALSE", "20, 50, 50"
10080101, 1008, "", "Login", "quest_daily_Login", 0, 1, "FALSE", "21, 10, 10"
10080102, 1008, "", "Login", "quest_daily_Login", 1, 2, "FALSE", "21, 15, 15"
10080103, 1008, "", "Login", "quest_daily_Login", 2, 3, "FALSE", "21, 20, 20"
10080104, 1008, "", "Login", "quest_daily_Login", 3, 4, "FALSE", "21, 25, 25"
10080105, 1008, "", "Login", "quest_daily_Login", 4, 5, "FALSE", "21, 30, 30"
10080106, 1008, "", "Login", "quest_daily_Login", 5, 6, "FALSE", "21, 35, 35"
10080107, 1008, "", "Login", "quest_daily_Login", 6, 7, "FALSE", "21, 50, 50"
10080201, 1008, "", "PayStamina", "profile_desc_3", 0, 30, "FALSE", "21, 10, 10"
10080202, 1008, "", "PayStamina", "profile_desc_3", 1, 60, "FALSE", "21, 15, 15"
