int, int, int, int, string, string, EShopProductPayType, int, bool, float, float, int, float, string, int, int, int, float, TableReward, TableReward, TableReward, TableReward, bool, bool, bool, string, bool
10996, 4, "", 10091, "시즌 이벤트 패키지", "product_name_10986", "IAP", "", "FALSE", 80, 10, "", "29.99", "product_trigger_event_unnori_4", 1, 1, "", "", "113, 800, 800", "115, 1500, 1500", "102, 4000, 4000", "121, 200, 200", "FALSE", "FALSE", "FALSE", "", "FALSE"
10997, 5, "", 10091, "시즌 이벤트 패키지", "product_name_10987", "IAP", "", "FALSE", 80, 10, "", "49.99", "product_trigger_event_unnori_5", 1, 1, "", "", "116, 600, 600", "101, 450000, 450000", "102, 5000, 5000", "121, 300, 300", "FALSE", "FALSE", "FALSE", "", "FALSE"
11091, 0, "", 10100, "", " 무료 할로윈 티켓", "Free", "", "", "", "", "", "", "", 1, 1, "", "", "123, 50, 50", "", "", "", "FALSE", "FALSE", "FALSE", "icon_resource_petpicnic", "FALSE"
11092, 0, "", 10100, "", "광고 할로윈 티켓", "Ads", "", "", "", "", "", "", "", 1, 2, "", "", "123, 50, 50", "", "", "", "FALSE", "FALSE", "FALSE", "icon_resource_petpicnic", "FALSE"
11093, 1, "", 10101, "시즌 이벤트 패키지", "product_name_11093", "IAP", "", "FALSE", 80, 8, "", "4.99", "product_trigger_event_halloween_1", 1, 1, "", "", "104, 100, 100", "102, 1500, 1500", "123, 500, 500", "", "FALSE", "FALSE", "FALSE", "", "FALSE"
11094, 2, "", 10101, "시즌 이벤트 패키지", "product_name_11094", "IAP", "", "FALSE", 80, 8, "", "12.99", "product_trigger_event_halloween_2", 1, 1, "", "", "201, 30, 30", "102, 2000, 2000", "123, 1000, 1000", "", "FALSE", "FALSE", "FALSE", "", "FALSE"
11095, 3, "", 10101, "시즌 이벤트 패키지", "product_name_11095", "IAP", "", "FALSE", 80, 8, "", "29.99", "product_trigger_event_halloween_3", 1, 1, "", "", "201, 70, 70", "102, 4000, 4000", "123, 2000, 2000", "", "FALSE", "FALSE", "FALSE", "", "FALSE"
11096, 4, "", 10101, "시즌 이벤트 패키지", "product_name_11096", "IAP", "", "FALSE", 80, 8, "", "49.99", "product_trigger_event_halloween_4", 1, 1, "", "", "201, 100, 100", "104, 100, 100", "102, 5000, 5000", "123, 2500, 2500", "FALSE", "FALSE", "FALSE", "", "FALSE"
11191, 0, "", 10110, "", " 무료 크리스마스v2 티켓", "Free", "", "", "", "", "", "", "", 1, 1, "", "", "124, 5, 5", "", "", "", "FALSE", "FALSE", "FALSE", "icon_resource_petpicnic", "FALSE"
11192, 0, "", 10110, "", " 무료 크리스마스v2 티켓", "Ads", "", "", "", "", "", "", "", 1, 2, "", "", "124, 5, 5", "", "", "", "FALSE", "FALSE", "FALSE", "icon_resource_petpicnic", "FALSE"
11193, 1, "", 10111, "시즌 이벤트 패키지", "product_name_11193", "IAP", "", "FALSE", 90, 10, "", "4.99", "product_trigger_christmas2_1", 1, 1, "", "", "104, 120, 120", "101, 50000, 50000", "124, 30, 30", "", "FALSE", "FALSE", "FALSE", "", "FALSE"
11194, 2, "", 10111, "시즌 이벤트 패키지", "product_name_11194", "IAP", "", "FALSE", 90, 10, "", "6.99", "product_trigger_christmas2_2", 1, 1, "", "", "113, 200, 200", "103, 900, 900", "102, 1000, 1000", "124, 50, 50", "FALSE", "FALSE", "FALSE", "", "FALSE"
11195, 3, "", 10111, "시즌 이벤트 패키지", "product_name_11195", "IAP", "", "FALSE", 90, 10, "", "12.99", "product_trigger_christmas2_3", 1, 1, "", "", "107, 60, 60", "101, 100000, 100000", "102, 1500, 1500", "124, 100, 100", "FALSE", "FALSE", "FALSE", "", "FALSE"
11196, 4, "", 10111, "시즌 이벤트 패키지", "product_name_11196", "IAP", "", "FALSE", 90, 10, "", "19.99", "product_trigger_christmas2_4", 1, 1, "", "", "201, 55, 55", "103, 1000, 1000", "102, 2000, 2000", "124, 150, 150", "FALSE", "FALSE", "FALSE", "", "FALSE"
11197, 5, "", 10111, "시즌 이벤트 패키지", "product_name_11197", "IAP", "", "FALSE", 90, 10, "", "29.99", "product_trigger_christmas2_5", 1, 1, "", "", "113, 900, 900", "115, 1000, 1000", "102, 2500, 2500", "124, 200, 200", "FALSE", "FALSE", "FALSE", "", "FALSE"
11198, 6, "", 10111, "시즌 이벤트 패키지", "product_name_11198", "IAP", "", "FALSE", 90, 10, "", "49.99", "product_trigger_christmas2_6", 1, 1, "", "", "116, 700, 700", "101, 300000, 300000", "102, 3000, 3000", "124, 300, 300", "FALSE", "FALSE", "FALSE", "", "FALSE"
11291, 0, "", 917, "", "새해 무료 운세 상자", "Free", "", "", "", "", "", "", "", 1, 1, "", "", "", "", "", "", "FALSE", "FALSE", "FALSE", "icon_resource_petpicnic", "FALSE"
11292, 1, "", 918, "시즌 이벤트 패키지", "product_name_11291", "IAP", "", "FALSE", 91, "11.11", "", "4.99", "product_trigger_newyear2_1", 1, 1, "", 4, "201, 15, 15", "103, 300, 300", "102, 1111, 1111", "", "FALSE", "FALSE", "FALSE", "", "FALSE"
11293, 2, "", 918, "시즌 이벤트 패키지", "product_name_11292", "IAP", "", "FALSE", 91, "11.11", "", "6.99", "product_trigger_newyear2_2", 1, 1, "", 2, "104, 200, 200", "101, 100000, 100000", "102, 1500, 1500", "", "FALSE", "FALSE", "FALSE", "", "FALSE"
11294, 3, "", 918, "시즌 이벤트 패키지", "product_name_11293", "IAP", "", "FALSE", 91, "11.11", "", "12.99", "product_trigger_newyear2_3", 1, 1, "", 6, "116, 200, 200", "101, 150000, 150000", "102, 2000, 2000", "", "FALSE", "FALSE", "FALSE", "", "FALSE"
11295, 4, "", 918, "시즌 이벤트 패키지", "product_name_11294", "IAP", "", "FALSE", 91, "11.11", "", "19.99", "product_trigger_newyear2_4", 1, 1, "", 5, "113, 700, 700", "115, 850, 850", "102, 2500, 2500", "", "FALSE", "FALSE", "FALSE", "", "FALSE"
11296, 5, "", 918, "시즌 이벤트 패키지", "product_name_11295", "IAP", "", "FALSE", 91, "11.11", "", "29.99", "product_trigger_newyear2_5", 1, 1, "", 3, "107, 150, 150", "201, 28, 28", "101, 100000, 100000", "102, 3000, 3000", "FALSE", "FALSE", "FALSE", "", "FALSE"
11297, 6, "", 918, "시즌 이벤트 패키지", "product_name_11296", "IAP", "", "FALSE", 91, "11.11", "", "49.99", "product_trigger_newyear2_6", 1, 1, "", 1, "116, 600, 600", "201, 50, 50", "101, 250000, 250000", "102, 3000, 3000", "FALSE", "FALSE", "FALSE", "", "FALSE"
11391, 1, "", 10113, "시즌 이벤트 패키지", "product_name_11391", "IAP", "", "FALSE", 90, "10.5", "", "11.99", "product_christmas2_draw_1", 1, 1, "", "", "201, 33, 33", "103, 500, 500", "102, 1000, 1000", "126, 10, 10", "FALSE", "FALSE", "FALSE", "", "FALSE"
11392, 2, "", 10113, "시즌 이벤트 패키지", "product_name_11392", "IAP", "", "FALSE", 90, "10.5", "", "11.99", "product_christmas2_draw_2", 1, 1, "", "", "104, 330, 330", "101, 100000, 100000", "102, 1000, 1000", "126, 10, 10", "FALSE", "FALSE", "FALSE", "", "FALSE"
11393, 3, "", 10113, "시즌 이벤트 패키지", "product_name_11393", "IAP", "", "FALSE", 90, "10.5", "", "14.99", "product_christmas2_draw_3", 1, 1, "", "", "107, 65, 65", "101, 150000, 150000", "102, 1000, 1000", "126, 15, 15", "FALSE", "FALSE", "FALSE", "", "FALSE"
11394, 4, "", 10113, "시즌 이벤트 패키지", "product_name_11394", "IAP", "", "FALSE", 90, "10.5", "", "11.99", "product_christmas2_draw_4", 1, 1, "", "", "113, 350, 350", "115, 350, 350", "102, 1000, 1000", "126, 10, 10", "FALSE", "FALSE", "FALSE", "", "FALSE"
11395, 5, "", 10113, "시즌 이벤트 패키지", "product_name_11395", "IAP", "", "FALSE", 90, "10.5", "", "19.99", "product_christmas2_draw_5", 1, 1, "", "", "116, 250, 250", "101, 200000, 200000", "102, 1000, 1000", "126, 20, 20", "FALSE", "FALSE", "FALSE", "", "FALSE"
11491, 0, "", 10120, "", "무료 뉴비 이벤트 티켓", "Free", "", "", "", "", "", "", "", 1, 1, "", "", "127, 50, 50", "", "", "", "FALSE", "FALSE", "FALSE", "icon_resource_petpicnic", "FALSE"
11492, 0, "", 10120, "", "광고 뉴비 이벤트  티켓", "Ads", "", "", "", "", "", "", "", 1, 2, "", "", "127, 50, 50", "", "", "", "FALSE", "FALSE", "FALSE", "icon_resource_petpicnic", "FALSE"
11493, 1, "", 10121, "뉴비 이벤트 상품", "product_name_11493", "IAP", "", "FALSE", 80, 10, "", "4.99", "product_trigger_event_newbie_1", 1, 1, "", "", "104, 150, 150", "101, 30000, 30000", "127, 300, 300", "", "FALSE", "FALSE", "FALSE", "", "FALSE"
11494, 2, "", 10121, "뉴비 이벤트 상품", "product_name_11494", "IAP", "", "FALSE", 80, 10, "", "8.99", "product_trigger_event_newbie_2", 1, 1, "", "", "201, 25, 25", "103, 900, 900", "127, 300, 300", "", "FALSE", "FALSE", "FALSE", "", "FALSE"
11495, 3, "", 10121, "뉴비 이벤트 상품", "product_name_11495", "IAP", "", "FALSE", 80, 10, "", "17.99", "product_trigger_event_newbie_3", 1, 1, "", "", "104, 600, 600", "101, 50000, 50000", "102, 2500, 2500", "127, 500, 500", "FALSE", "FALSE", "FALSE", "", "FALSE"
11496, 4, "", 10121, "뉴비 이벤트 상품", "product_name_11496", "IAP", "", "FALSE", 80, 10, "", "35.99", "product_trigger_event_newbie_4", 1, 1, "", "", "201, 110, 110", "103, 3000, 3000", "102, 5000, 5000", "127, 1000, 1000", "FALSE", "FALSE", "FALSE", "", "FALSE"
11497, 5, "", 10121, "뉴비 이벤트 상품", "product_name_11497", "IAP", "", "FALSE", 80, 10, "", "69.99", "product_trigger_event_newbie_5", 1, 1, "", "", "104, 2000, 2000", "201, 55, 55", "102, 5000, 5000", "127, 1500, 1500", "FALSE", "FALSE", "FALSE", "", "FALSE"
11498, 6, "", 10121, "뉴비 이벤트 상품", "product_name_11498", "IAP", "", "FALSE", 80, 10, "", "99.99", "product_trigger_event_newbie_6", 1, 1, "", "", "201, 260, 260", "104, 1000, 1000", "102, 5000, 5000", "127, 1500, 1500", "FALSE", "FALSE", "FALSE", "", "FALSE"
11591, 0, "", 10140, "", "무료 뉴비 이벤트 티켓", "Free", "", "", "", "", "", "", "", 1, 1, "", "", "129, 50, 50", "", "", "", "FALSE", "FALSE", "FALSE", "icon_resource_petpicnic", "FALSE"
11592, 0, "", 10140, "", "광고 뉴비 이벤트  티켓", "Ads", "", "", "", "", "", "", "", 1, 2, "", "", "129, 50, 50", "", "", "", "FALSE", "FALSE", "FALSE", "icon_resource_petpicnic", "FALSE"
11593, 1, "", 10141, "룬 이벤트 상품", "product_name_11593", "IAP", "", "FALSE", 80, 8, "", "4.99", "product_trigger_event_rune_1", 1, 1, "", "", "104, 100, 100", "102, 2000, 2000", "129, 500, 500", "", "FALSE", "FALSE", "FALSE", "", "FALSE"
11594, 2, "", 10141, "룬 이벤트 상품", "product_name_11594", "IAP", "", "FALSE", 80, 8, "", "12.99", "product_trigger_event_rune_2", 1, 1, "", "", "107, 60, 60", "102, 2500, 2500", "129, 1000, 1000", "", "FALSE", "FALSE", "FALSE", "", "FALSE"
11595, 3, "", 10141, "룬 이벤트 상품", "product_name_11595", "IAP", "", "FALSE", 80, 8, "", "29.99", "product_trigger_event_rune_3", 1, 1, "", "", "113, 600, 600", "115, 1500, 1500", "102, 4000, 4000", "129, 2000, 2000", "FALSE", "FALSE", "FALSE", "", "FALSE"
11596, 4, "", 10141, "룬 이벤트 상품", "product_name_11596", "IAP", "", "FALSE", 80, 8, "", "49.99", "product_trigger_event_rune_4", 1, 1, "", "", "116, 400, 400", "201, 50, 50", "102, 5000, 5000", "129, 3000, 3000", "FALSE", "FALSE", "FALSE", "", "FALSE"
11001, 1, "", 200, "돌파 패키지", "product_name_11001", "IAP", "", "FALSE", 83, 6, "", "12.99", "product_trigger_wave_re_1", 1, 1, "", "", "104, 80, 80", "201, 13, 13", "103, 1000, 1000", "101, 50000, 50000", "FALSE", "TRUE", "FALSE", "", "FALSE"
11002, 11, "", 200, "돌파 패키지", "product_name_11002", "IAP", "", "FALSE", 83, 6, "", "14.99", "product_trigger_wave_re_2", 1, 1, "", "", "104, 100, 100", "201, 15, 15", "103, 1200, 1200", "101, 60000, 60000", "FALSE", "TRUE", "FALSE", "", "FALSE"
11003, 12, "", 200, "돌파 패키지", "product_name_11003", "IAP", "", "FALSE", 83, 6, "", "17.99", "product_trigger_wave_re_3", 1, 1, "", "", "104, 120, 120", "201, 17, 17", "103, 1400, 1400", "101, 70000, 70000", "FALSE", "TRUE", "FALSE", "", "FALSE"
11004, 13, "", 200, "열쇠 반복 패키지", "product_name_11004", "IAP", "", "FALSE", 83, 6, "", "12.99", "product_trigger_key_1", 1, 1, "", "", "201, 20, 20", "103, 500, 500", "", "", "FALSE", "TRUE", "FALSE", "", "FALSE"
11005, 14, "", 200, "열쇠 반복 패키지", "product_name_11005", "IAP", "", "FALSE", 83, 6, "", "17.99", "product_trigger_key_2", 1, 1, "", "", "201, 35, 35", "103, 1500, 1500", "", "", "FALSE", "TRUE", "FALSE", "", "FALSE"
11006, 15, "", 200, "열쇠 반복 패키지", "product_name_11006", "IAP", "", "FALSE", 83, 6, "", "24.99", "product_trigger_key_3", 1, 1, "", "", "201, 50, 50", "103, 1500, 1500", "", "", "FALSE", "TRUE", "FALSE", "", "FALSE"
15001, 0, "", 300, "주간 신화 패키지", "product_name_15001", "IAP", "", "FALSE", 67, 3, "", "27.99", "product_trigger_week_myth_5001", 1, 1, "", "", "2000, 5001 ,1, 1", "104, 240, 240", "101, 25000, 25000", "", "FALSE", "FALSE", "FALSE", "", "TRUE"
15002, 0, "", 300, "주간 신화 패키지", "product_name_15002", "IAP", "", "FALSE", 67, 3, "", "27.99", "product_trigger_week_myth_5002", 1, 1, "", "", "2000, 5002 ,1, 1", "104, 240, 240", "101, 25000, 25000", "", "FALSE", "FALSE", "FALSE", "", "TRUE"
15003, 0, "", 300, "주간 신화 패키지", "product_name_15003", "IAP", "", "FALSE", 67, 3, "", "27.99", "product_trigger_week_myth_5003", 1, 1, "", "", "2000, 5003 ,1, 1", "104, 240, 240", "101, 25000, 25000", "", "FALSE", "FALSE", "FALSE", "", "TRUE"
15004, 0, "", 300, "주간 신화 패키지", "product_name_15004", "IAP", "", "FALSE", 67, 3, "", "27.99", "product_trigger_week_myth_5004", 1, 1, "", "", "2000, 5004 ,1, 1", "104, 240, 240", "101, 25000, 25000", "", "FALSE", "FALSE", "FALSE", "", "TRUE"
15006, 0, "", 300, "주간 신화 패키지", "product_name_15006", "IAP", "", "FALSE", 67, 3, "", "27.99", "product_trigger_week_myth_5006", 1, 1, "", "", "2000, 5006 ,1, 1", "104, 240, 240", "101, 25000, 25000", "", "FALSE", "FALSE", "FALSE", "", "TRUE"
15007, 0, "", 300, "주간 신화 패키지", "product_name_15007", "IAP", "", "FALSE", 67, 3, "", "27.99", "product_trigger_week_myth_5007", 1, 1, "", "", "2000, 5007 ,1, 1", "104, 240, 240", "101, 25000, 25000", "", "FALSE", "FALSE", "FALSE", "", "TRUE"
15008, 0, "", 300, "주간 신화 패키지", "product_name_15008", "IAP", "", "FALSE", 67, 3, "", "27.99", "product_trigger_week_myth_5008", 1, 1, "", "", "2000, 5008 ,1, 1", "104, 240, 240", "101, 25000, 25000", "", "FALSE", "FALSE", "FALSE", "", "TRUE"
15009, 0, "", 300, "주간 신화 패키지", "product_name_15009", "IAP", "", "FALSE", 67, 3, "", "27.99", "product_trigger_week_myth_5009", 1, 1, "", "", "2000, 5009 ,1, 1", "104, 240, 240", "101, 25000, 25000", "", "FALSE", "FALSE", "FALSE", "", "TRUE"
13004, 0, "", 300, "주간 신화 패키지", "product_name_13004", "IAP", "", "FALSE", 67, 3, "", "27.99", "product_trigger_week_myth_3004", 1, 1, "", "", "2000, 3004 ,1, 1", "104, 240, 240", "101, 25000, 25000", "", "FALSE", "FALSE", "FALSE", "", "TRUE"
14001, 0, "", 300, "주간 신화 패키지", "product_name_14001", "IAP", "", "FALSE", 67, 3, "", "27.99", "product_trigger_week_myth_4001", 1, 1, "", "", "2000, 4001 ,1, 1", "104, 240, 240", "101, 25000, 25000", "", "FALSE", "FALSE", "FALSE", "", "TRUE"
14006, 0, "", 300, "주간 신화 패키지", "product_name_14006", "IAP", "", "FALSE", 67, 3, "", "27.99", "product_trigger_week_myth_4006", 1, 1, "", "", "2000, 4006 ,1, 1", "104, 240, 240", "101, 25000, 25000", "", "FALSE", "FALSE", "FALSE", "", "TRUE"
15010, 0, "", 300, "주간 신화 패키지", "product_name_15010", "IAP", "", "FALSE", 67, 3, "", "27.99", "product_trigger_week_myth_5010", 1, 1, "", "", "2000, 5010 ,1, 1", "104, 240, 240", "101, 25000, 25000", "", "FALSE", "FALSE", "FALSE", "", "TRUE"
15011, 0, "", 300, "주간 신화 패키지", "product_name_15011", "IAP", "", "FALSE", 67, 3, "", "27.99", "product_trigger_week_myth_5011", 1, 1, "", "", "2000, 5011 ,1, 1", "104, 240, 240", "101, 25000, 25000", "", "FALSE", "FALSE", "FALSE", "", "TRUE"
15012, 0, "", 300, "주간 신화 패키지", "product_name_15012", "IAP", "", "FALSE", 67, 3, "", "27.99", "product_trigger_week_myth_5012", 1, 1, "", "", "2000, 5012 ,1, 1", "104, 240, 240", "101, 25000, 25000", "", "FALSE", "FALSE", "FALSE", "", "TRUE"
15013, 0, "", 300, "주간 신화 패키지", "product_name_15013", "IAP", "", "FALSE", 67, 3, "", "27.99", "product_trigger_week_myth_5013", 1, 1, "", "", "2000, 5013 ,1, 1", "104, 240, 240", "101, 25000, 25000", "", "FALSE", "FALSE", "FALSE", "", "TRUE"
15014, 0, "", 300, "주간 신화 패키지", "product_name_15014", "IAP", "", "FALSE", 67, 3, "", "27.99", "product_trigger_week_myth_5014", 1, 1, "", "", "2000, 5014 ,1, 1", "104, 240, 240", "101, 25000, 25000", "", "FALSE", "FALSE", "FALSE", "", "TRUE"
15015, 0, "", 300, "주간 신화 패키지", "product_name_15015", "IAP", "", "FALSE", 67, 3, "", "27.99", "product_trigger_week_myth_5015", 1, 1, "", "", "2000, 5015 ,1, 1", "104, 240, 240", "101, 25000, 25000", "", "FALSE", "FALSE", "FALSE", "", "TRUE"
15016, 0, "", 300, "주간 신화 패키지", "product_name_15016", "IAP", "", "FALSE", 67, 3, "", "27.99", "product_trigger_week_myth_5016", 1, 1, "", "", "2000, 5016 ,1, 1", "104, 240, 240", "101, 25000, 25000", "", "FALSE", "FALSE", "FALSE", "", "TRUE"
15017, 0, "", 300, "주간 신화 패키지", "product_name_15017", "IAP", "", "FALSE", 67, 3, "", "27.99", "product_trigger_week_myth_5017", 1, 1, "", "", "2000, 5017 ,1, 1", "104, 240, 240", "101, 25000, 25000", "", "FALSE", "FALSE", "FALSE", "", "TRUE"
15018, 0, "", 300, "주간 신화 패키지", "product_name_15018", "IAP", "", "FALSE", 67, 3, "", "27.99", "product_trigger_week_myth_5018", 1, 1, "", "", "2000, 5018 ,1, 1", "104, 240, 240", "101, 25000, 25000", "", "FALSE", "FALSE", "FALSE", "", "TRUE"
15019, 0, "", 300, "주간 신화 패키지", "product_name_15019", "IAP", "", "FALSE", 67, 3, "", "27.99", "product_trigger_week_myth_5019", 1, 1, "", "", "2000, 5019 ,1, 1", "104, 240, 240", "101, 25000, 25000", "", "FALSE", "FALSE", "FALSE", "", "TRUE"
15020, 0, "", 300, "주간 신화 패키지", "product_name_15020", "IAP", "", "FALSE", 67, 3, "", "27.99", "product_trigger_week_myth_5020", 1, 1, "", "", "2000, 5020 ,1, 1", "104, 240, 240", "101, 25000, 25000", "", "FALSE", "FALSE", "FALSE", "", "TRUE"
15021, 0, "", 300, "주간 신화 패키지", "product_name_15021", "IAP", "", "FALSE", 67, 3, "", "27.99", "product_trigger_week_myth_5021", 1, 1, "", "", "2000, 5021 ,1, 1", "104, 240, 240", "101, 25000, 25000", "", "FALSE", "FALSE", "FALSE", "", "TRUE"
15022, 0, "", 300, "주간 신화 패키지", "product_name_15022", "IAP", "", "FALSE", 67, 3, "", "27.99", "product_trigger_week_myth_5022", 1, 1, "", "", "2000, 5022 ,1, 1", "104, 240, 240", "101, 25000, 25000", "", "FALSE", "FALSE", "FALSE", "", "TRUE"
15023, 0, "", 300, "주간 신화 패키지", "product_name_15023", "IAP", "", "FALSE", 67, 3, "", "27.99", "product_trigger_week_myth_5023", 1, 1, "", "", "2000, 5023 ,1, 1", "104, 240, 240", "101, 25000, 25000", "", "FALSE", "FALSE", "FALSE", "", "TRUE"
15024, 0, "", 300, "주간 신화 패키지", "product_name_15024", "IAP", "", "FALSE", 67, 3, "", "27.99", "product_trigger_week_myth_5024", 1, 1, "", "", "2000, 5024 ,1, 1", "104, 240, 240", "101, 25000, 25000", "", "FALSE", "FALSE", "FALSE", "", "TRUE"
60000, 0, "", 301, "", "주간 상점 무료 다이아", "Free", "", "", "", "", "", "", "", 1, 1, "", "", "102, 100, 100", "", "", "", "FALSE", "FALSE", "FALSE", "", "FALSE"
60001, 0, "", 301, "주간 패키지", "product_name_60001", "IAP", "", "FALSE", "", "", "", "4.99", "productr_weekly_package_1", 1, 1, "", "", "104, 50, 50", "103, 300, 300", "", "", "FALSE", "FALSE", "FALSE", "", "FALSE"
60002, 1, "", 301, "주간 패키지", "product_name_60002", "IAP", "", "FALSE", "", "", "", "8.99", "productr_weekly_package_2", 1, 1, "", "", "104, 60, 60", "201, 3, 3", "103, 500, 500", "", "FALSE", "FALSE", "FALSE", "", "FALSE"
60003, 2, "", 301, "주간 패키지", "product_name_60003", "IAP", "", "FALSE", "", "", "", "15.99", "productr_weekly_package_3", 1, 1, "", "", "201, 15, 15", "103, 1000, 1000", "", "", "FALSE", "FALSE", "FALSE", "", "FALSE"
60004, 3, "", 301, "주간 패키지", "product_name_60004", "IAP", "", "FALSE", "", "", "", "24.99", "productr_weekly_package_4", 1, 1, "", "", "201, 15, 15", "107, 15, 15", "103, 1500, 1500", "", "FALSE", "FALSE", "FALSE", "", "FALSE"
60005, 4, "", 301, "주간 패키지", "product_name_60005", "IAP", "", "FALSE", "", "", "", "7.99", "productr_weekly_package_5", 1, 5, "", "", "115, 500, 500", "102, 500, 500", "", "", "FALSE", "FALSE", "FALSE", "", "FALSE"
60006, 5, "", 301, "주간 패키지", "product_name_60006", "IAP", "", "FALSE", "", "", "", "17.99", "productr_weekly_package_6", 1, 5, "", "", "113, 150, 150", "115, 250, 250", "102, 1000, 1000", "", "FALSE", "FALSE", "FALSE", "", "FALSE"
60007, 6, "", 301, "주간 패키지", "product_name_60007", "IAP", "", "FALSE", "", "", "", "17.99", "productr_weekly_package_7", 1, 2, "", "", "116, 100, 100", "101, 50000, 50000", "", "", "FALSE", "FALSE", "FALSE", "", "FALSE"
60100, 0, "", 302, "", "월간 상점 무료 다이아", "Free", "", "", "", "", "", "", "", 1, 1, "", "", "102, 200, 200", "", "", "", "FALSE", "FALSE", "FALSE", "", "FALSE"
60101, 1, "", 302, "월간 패키지", "product_name_60101", "IAP", "", "FALSE", "", "", "", "6.99", "productr_monthly_package_1", 1, 1, "", "", "104, 100, 100", "102, 800, 800", "", "", "FALSE", "FALSE", "FALSE", "", "FALSE"
60102, 2, "", 302, "월간 패키지", "product_name_60102", "IAP", "", "FALSE", "", "", "", "9.99", "productr_monthly_package_2", 1, 1, "", "", "104, 140, 140", "102, 1000, 1000", "", "", "FALSE", "FALSE", "FALSE", "", "FALSE"
60103, 3, "", 302, "월간 패키지", "product_name_60103", "IAP", "", "FALSE", "", "", "", "17.99", "productr_monthly_package_3", 1, 1, "", "", "201, 25, 25", "102, 2000, 2000", "", "", "FALSE", "FALSE", "FALSE", "", "FALSE"
60104, 4, "", 302, "월간 패키지", "product_name_60104", "IAP", "", "FALSE", "", "", "", "29.99", "productr_monthly_package_4", 1, 1, "", "", "201, 35, 35", "107, 20, 20", "102, 2500, 2500", "", "FALSE", "FALSE", "FALSE", "", "FALSE"
60105, 5, "", 302, "월간 패키지", "product_name_60105", "IAP", "", "FALSE", "", "", "", "49.99", "productr_monthly_package_5", 1, 1, "", "", "201, 50, 50", "107, 35, 35", "102, 3000, 3000", "", "FALSE", "FALSE", "FALSE", "", "FALSE"
60106, 6, "", 302, "월간 패키지", "product_name_60106", "IAP", "", "FALSE", "", "", "", "23.99", "productr_monthly_package_6", 1, 3, "", "", "113, 300, 300", "115, 300, 300", "102, 1000, 1000", "", "FALSE", "FALSE", "FALSE", "", "FALSE"
60107, 7, "", 302, "월간 패키지", "product_name_60107", "IAP", "", "FALSE", "", "", "", "35.99", "productr_monthly_package_7", 1, 3, "", "", "113, 500, 500", "115, 500, 500", "102, 2500, 2500", "", "FALSE", "FALSE", "FALSE", "", "FALSE"
60108, 8, "", 302, "월간 패키지", "product_name_60108", "IAP", "", "FALSE", "", "", "", "35.99", "productr_monthly_package_8", 1, 2, "", "", "116, 300, 300", "101, 100000, 100000", "102, 2000, 2000", "", "FALSE", "FALSE", "FALSE", "", "FALSE"
20001, 0, "", 100, "프리미엄 패스", "wave_pass_purchase_button_title", "IAP", "", "FALSE", 97, 30, "", "8.99", "product_wave_pass", 1, 0, "", "", "", "", "", "", "FALSE", "TRUE", "FALSE", "", "TRUE"
20002, 0, "", 100, "프리미엄 패스", "product_name_20002", "IAP", "", "TRUE", "17.5", 30, "", "6.99", "product_sale_wave_pass", 1, 0, "", "", "", "", "", "", "FALSE", "TRUE", "FALSE", "", "TRUE"
20003, 0, "", 100, "난이도 패스", "product_name_20003", "IAP", "", "FALSE", 83, 6, "", "12.99", "productr_normal_pass_1", 1, 0, "", "", "", "", "", "", "FALSE", "FALSE", "FALSE", "", "TRUE"
20004, 0, "", 100, "난이도 패스", "product_name_20004", "IAP", "", "FALSE", 86, 7, "", "17.99", "productr_hard_pass_1", 1, 0, "", "", "", "", "", "", "FALSE", "FALSE", "FALSE", "", "TRUE"
20005, 0, "", 100, "난이도 패스", "product_name_20005", "IAP", "", "FALSE", 88, 8, "", "29.99", "productr_hell_pass_1", 1, 0, "", "", "", "", "", "", "FALSE", "FALSE", "FALSE", "", "TRUE"
20006, 0, "", 100, "난이도 패스", "product_name_20006", "IAP", "", "FALSE", 88, 8, "", "49.99", "productr_god_pass_1", 1, 0, "", "", "", "", "", "", "FALSE", "FALSE", "FALSE", "", "TRUE"
20007, 0, "", 100, "난이도 패스", "product_name_20007", "IAP", "", "FALSE", 86, 7, "", "12.99", "productr_deepcave_pass_1", 1, 0, "", "", "", "", "", "", "FALSE", "FALSE", "FALSE", "", "TRUE"
20008, 0, "", 100, "난이도 패스", "product_name_20008", "IAP", "", "FALSE", 88, 8, "", "8.99", "productr_combat_pass_1", 1, 0, "", "", "", "", "", "", "FALSE", "FALSE", "FALSE", "", "TRUE"
25001, 0, "", 400, "스킨 패키지", "frame_name_1000", "IAP", "", "FALSE", "", "", "", "6.99", "product_skin_400602", 1, 1, "", " ", "2000, 4006 ,1, 1", "2001, 400602, 1, 1", "3001, 1000, 1, 1", "", "FALSE", "TRUE", "FALSE", "", "TRUE"
25002, 0, "", 400, "스킨 패키지", "frame_name_1001", "IAP", "", "FALSE", "", "", "", "6.99", "product_skin_500902", 1, 1, "", " ", "2000, 5009 ,1, 1", "2001, 500902, 1, 1", "3001, 1001, 1, 1", "", "FALSE", "TRUE", "FALSE", "", "TRUE"
